Year,Month,DOMESTIC,INTERNATIONAL,TOTAL,City
2005,1,"486,197","8,391","494,588",Oakland
2005,2,"479,729","6,491","486,220",Oakland
2005,3,"595,442","8,987","604,429",Oakland
2005,4,"554,051","7,588","561,639",Oakland
2005,5,"595,945","8,371","604,316",Oakland
2005,6,"623,833","10,830","634,663",Oakland
2005,7,"648,982","11,080","660,062",Oakland
2005,8,"647,996","9,420","657,416",Oakland
2005,9,"561,135","7,362","568,497",Oakland
2005,10,"564,071","9,113","573,184",Oakland
2005,11,"548,334","9,201","557,535",Oakland
2005,12,"545,230","11,972","557,202",Oakland
2005,TOTAL,"6,850,945","108,806","6,959,751",Oakland
2006,1,"483,707","7,926","491,633",Oakland
2006,2,"478,267","5,923","484,190",Oakland
2006,3,"574,343","6,370","580,713",Oakland
2006,4,"579,429","7,671","587,100",Oakland
2006,5,"595,294","6,186","601,480",Oakland
2006,6,"646,647","8,012","654,659",Oakland
2006,7,"633,504","10,055","643,559",Oakland
2006,8,"650,794","8,662","659,456",Oakland
2006,9,"557,468","5,876","563,344",Oakland
2006,10,"593,750","6,902","600,652",Oakland
2006,11,"582,170","6,711","588,881",Oakland
2006,12,"586,069","9,631","595,700",Oakland
2006,TOTAL,"6,961,442","89,925","7,051,367",Oakland
2007,1,"497,656","5,397","503,053",Oakland
2007,2,"488,333","4,049","492,382",Oakland
2007,3,"576,443","4,994","581,437",Oakland
2007,4,"591,012","6,164","597,176",Oakland
2007,5,"596,202","5,624","601,826",Oakland
2007,6,"655,570","7,425","662,995",Oakland
2007,7,"685,018","8,094","693,112",Oakland
2007,8,"702,252","7,172","709,424",Oakland
2007,9,"564,016","4,874","568,890",Oakland
2007,10,"578,107","4,620","582,727",Oakland
2007,11,"564,584","5,794","570,378",Oakland
2007,12,"547,872","9,971","557,843",Oakland
2007,TOTAL,"7,047,065","74,178","7,121,243",Oakland
2008,1,"459,100","4,940","464,040",Oakland
2008,2,"454,600","4,043","458,643",Oakland
2008,3,"536,767","6,862","543,629",Oakland
2008,4,"462,398","4,806","467,204",Oakland
2008,5,"484,273","6,880","491,153",Oakland
2008,6,"504,590","9,948","514,538",Oakland
2008,7,"501,766","11,335","513,101",Oakland
2008,8,"507,348","8,595","515,943",Oakland
2008,9,"398,689","2,485","401,174",Oakland
2008,10,"421,321","2,762","424,083",Oakland
2008,11,"371,927","2,634","374,561",Oakland
2008,12,"387,297","5,558","392,855",Oakland
2008,TOTAL,"5,490,076","70,848","5,560,924",Oakland
2009,1,"316,251","2,744","318,995",Oakland
2009,2,"315,662","1,514","317,176",Oakland
2009,3,"370,511","1,481","371,992",Oakland
2009,4,"385,798","2,679","388,477",Oakland
2009,5,"384,155","2,212","386,367",Oakland
2009,6,"414,012","4,258","418,270",Oakland
2009,7,"419,723","8,266","427,989",Oakland
2009,8,"413,040","8,824","421,864",Oakland
2009,9,"374,266","7,266","381,532",Oakland
2009,10,"398,532","8,672","407,204",Oakland
2009,11,"374,231","8,771","383,002",Oakland
2009,12,"386,569","17,163","403,732",Oakland
2009,TOTAL,"4,552,750","73,850","4,626,600",Oakland
2010,1,"324,164","12,677","336,841",Oakland
2010,2,"305,171","8,117","313,288",Oakland
2010,3,"371,426","8,478","379,904",Oakland
2010,4,"375,850","7,135","382,985",Oakland
2010,5,"378,814","6,625","385,439",Oakland
2010,6,"415,385","10,522","425,907",Oakland
2010,7,"421,471","9,219","430,690",Oakland
2010,8,"423,787","7,928","431,715",Oakland
2010,9,"376,474","7,695","384,169",Oakland
2010,10,"396,611","8,157","404,768",Oakland
2010,11,"373,019","8,192","381,211",Oakland
2010,12,"383,544","8,762","392,306",Oakland
2010,TOTAL,"4,545,716","103,507","4,649,223",Oakland
2011,1,"323,787","8,193","331,980",Oakland
2011,2,"305,303","7,811","313,114",Oakland
2011,3,"359,280","7,080","366,360",Oakland
2011,4,"345,926","6,937","352,863",Oakland
2011,5,"367,940","8,113","376,053",Oakland
2011,6,"393,393","10,922","404,315",Oakland
2011,7,"395,859","8,068","403,927",Oakland
2011,8,"403,939","6,875","410,814",Oakland
2011,9,"369,174","6,365","375,539",Oakland
2011,10,"380,959","6,504","387,463",Oakland
2011,11,"386,039","5,906","391,945",Oakland
2011,12,"392,628","10,847","403,475",Oakland
2011,TOTAL,"4,424,227","93,621","4,517,848",Oakland
2012,1,"333,513","7,731","341,244",Oakland
2012,2,"329,084","1,647","330,731",Oakland
2012,3,"389,139","5,083","394,222",Oakland
2012,4,"392,879","4,949","397,828",Oakland
2012,5,"416,024","4,067","420,091",Oakland
2012,6,"434,958","5,115","440,073",Oakland
2012,7,"458,260","7,853","466,113",Oakland
2012,8,"464,982","6,871","471,853",Oakland
2012,9,"394,492","5,396","399,888",Oakland
2012,10,"410,532","5,512","416,044",Oakland
2012,11,"405,040","5,219","410,259",Oakland
2012,12,"394,400","8,962","403,362",Oakland
2012,TOTAL,"4,823,303","68,405","4,891,708",Oakland
2013,1,"333,326","6,279","339,605",Oakland
2013,2,"323,601","3,931","327,532",Oakland
2013,3,"387,834","5,570","393,404",Oakland
2013,4,"377,473","5,289","382,762",Oakland
2013,5,"409,690","4,737","414,427",Oakland
2013,6,"418,436","6,548","424,984",Oakland
2013,7,"435,679","9,500","445,179",Oakland
2013,8,"428,641","8,878","437,519",Oakland
2013,9,"374,770","5,106","379,876",Oakland
2013,10,"385,941","5,093","391,034",Oakland
2013,11,"379,252","5,146","384,398",Oakland
2013,12,"414,116","9,524","423,640",Oakland
2013,TOTAL,"4,668,759","75,601","4,744,360",Oakland
2014,1,"337,611","6,307","343,918",Oakland
2014,2,"332,540","3,687","336,227",Oakland
2014,3,"394,600","3,881","398,481",Oakland
2014,4,"387,709","5,354","393,063",Oakland
2014,5,"414,149","7,347","421,496",Oakland
2014,6,"457,330","11,381","468,711",Oakland
2014,7,"473,449","15,016","488,465",Oakland
2014,8,"468,724","13,394","482,118",Oakland
2014,9,"408,808","9,037","417,845",Oakland
2014,10,"426,975","8,316","435,291",Oakland
2014,11,"409,402","8,194","417,596",Oakland
2014,12,"441,295","14,616","455,911",Oakland
2014,TOTAL,"4,952,592","106,530","5,059,122",Oakland
2015,1,"362,552","11,076","373,628",Oakland
2015,2,"350,441","7,247","357,688",Oakland
2015,3,"425,935","9,456","435,391",Oakland
2015,4,"430,445","12,283","442,728",Oakland
2015,5,"451,773","11,959","463,732",Oakland
2015,6,"484,845","15,127","499,972",Oakland
2015,7,"503,836","19,889","523,725",Oakland
2015,8,"489,869","16,677","506,546",Oakland
2015,9,"445,758","12,331","458,089",Oakland
2015,10,"469,983","12,367","482,350",Oakland
2015,11,"456,490","11,483","467,973",Oakland
2015,12,"467,545","16,831","484,376",Oakland
2015,TOTAL,"5,339,472","156,726","5,496,198",Oakland
2016,1,"391,246","13,967","405,213",Oakland
2016,2,"383,036","9,858","392,894",Oakland
2016,3,"462,665","12,316","474,981",Oakland
2016,4,"446,699","14,178","460,877",Oakland
2016,5,"466,560","17,133","483,693",Oakland
2016,6,"530,984","23,009","553,993",Oakland
2016,7,"533,691","16,860","550,551",Oakland
2016,8,"522,675","15,659","538,334",Oakland
2016,9,"485,308","13,898","499,206",Oakland
2016,10,"508,754","16,851","525,605",Oakland
2016,11,"495,367","15,440","510,807",Oakland
2016,12,"494,902","20,479","515,381",Oakland
2016,TOTAL,"5,721,887","189,648","5,911,535",Oakland
2017,1,"412,332","19,096","431,428",Oakland
2017,2,"400,621","16,463","417,084",Oakland
2017,3,"477,273","21,000","498,273",Oakland
2017,4,"485,451","30,894","516,345",Oakland
2017,5,"524,689","32,305","556,994",Oakland
2017,6,"563,440","41,734","605,174",Oakland
2017,7,"555,611","43,424","599,035",Oakland
2017,8,"552,370","40,142","592,512",Oakland
2017,9,"497,729","34,743","532,472",Oakland
2017,10,"517,819","34,133","551,952",Oakland
2017,11,"520,197","27,548","547,745",Oakland
2017,12,"511,508","32,591","544,099",Oakland
2017,TOTAL,"6,019,040","374,073","6,393,113",Oakland
2018,1,"424,477","25,671","450,148",Oakland
2018,2,"412,854","24,806","437,660",Oakland
2018,3,"495,375","33,497","528,872",Oakland
2018,4,"500,984","41,627","542,611",Oakland
2018,5,"534,801","48,479","583,280",Oakland
2018,6,"570,322","53,566","623,888",Oakland
2018,7,"586,431","53,547","639,978",Oakland
2018,8,"587,862","49,702","637,564",Oakland
2018,9,"506,726","42,805","549,531",Oakland
2018,10,"529,946","38,680","568,626",Oakland
2018,11,"525,772","25,927","551,699",Oakland
2018,12,"518,781","28,825","547,606",Oakland
2018,TOTAL,"6,194,331","467,132","6,661,463",Oakland
2019,1,"429,044","21,371","450,415",Oakland
2019,2,"411,515","20,714","432,229",Oakland
2019,3,"515,371","25,702","541,073",Oakland
2019,4,"514,717","34,779","549,496",Oakland
2019,5,"553,888","38,474","592,362",Oakland
2019,6,"563,800","41,207","605,007",Oakland
2019,7,"560,317","38,989","599,306",Oakland
2019,8,"542,038","34,996","577,034",Oakland
2019,9,"518,255","31,885","550,140",Oakland
2019,10,"517,995","30,751","548,746",Oakland
2019,11,"506,173","19,926","526,099",Oakland
2019,12,"543,750","24,755","568,505",Oakland
2019,TOTAL,"6,176,863","363,549","6,540,412",Oakland
2020,1,"415,489","15,400","430,889",Oakland
2020,2,"401,117","11,466","412,583",Oakland
2020,3,"198,645","8,825","207,470",Oakland
2020,4,"16,608","1,762","18,370",Oakland
2020,5,"46,077","3,225","49,302",Oakland
2020,6,"117,844","6,028","123,872",Oakland
2020,7,"156,271","8,655","164,926",Oakland
2020,8,"140,655","8,247","148,902",Oakland
2020,9,"146,720","8,147","154,867",Oakland
2020,10,"167,402","9,997","177,399",Oakland
2020,11,"157,754","12,044","169,798",Oakland
2020,12,"145,768","13,826","159,594",Oakland
2020,TOTAL,"2,110,350","107,622","2,217,972",Oakland
2021,1,"116,265","8,132","124,397",Oakland
2021,2,"141,924","4,267","146,191",Oakland
2021,3,"229,864","8,075","237,939",Oakland
2021,4,"278,358","9,770","288,128",Oakland
2021,5,"341,571","12,915","354,486",Oakland
2021,6,"386,720","14,225","400,945",Oakland
2021,7,"420,345","14,935","435,280",Oakland
2021,8,"373,756","11,723","385,479",Oakland
2021,9,"359,443","11,348","370,791",Oakland
2021,10,"387,114","13,459","400,573",Oakland
2021,11,"386,279","14,401","400,680",Oakland
2021,12,"383,606","19,338","402,944",Oakland
2021,TOTAL,"3,805,245","142,588","3,947,833",Oakland
2022,1,"263,484","13,374","276,858",Oakland
2022,2,"313,040","10,712","323,752",Oakland
2022,3,"394,114","11,878","405,992",Oakland
2022,4,"432,677","11,386","444,063",Oakland
2022,5,"458,606","12,906","471,512",Oakland
2022,6,"510,312","15,765","526,077",Oakland
2022,7,"528,825","16,829","545,654",Oakland
2022,8,"507,587","13,947","521,534",Oakland
2022,9,"484,412","14,641","499,053",Oakland
2022,10,"490,027","16,503","506,530",Oakland
2022,11,"457,282","17,692","474,974",Oakland
2022,12,"408,242","20,150","428,392",Oakland
2022,TOTAL,"5,248,608","175,783","5,424,391",Oakland
2023,1,"370,408","18,200","388,608",Oakland
2023,2,"367,632","15,093","382,725",Oakland
2023,3,"430,660","17,779","448,439",Oakland
2023,4,"433,843","19,014","452,857",Oakland
2023,5,"463,178","20,457","483,635",Oakland
2023,6,"472,831","26,489","499,320",Oakland
2023,7,"474,766","25,496","500,262",Oakland
2023,TOTAL,"3,013,318","142,528","3,155,846",Oakland
2002,10,"48,054,917","9,578,435","57,633,352",Sacramento
2002,11,"44,850,246","9,016,535","53,866,781",Sacramento
2002,12,"49,684,353","10,038,794","59,723,147",Sacramento
2002,TOTAL,"551,899,643","118,704,850","670,604,493",Sacramento
2003,1,"43,032,450","9,726,436","52,758,886",Sacramento
2003,2,"41,166,780","8,283,372","49,450,152",Sacramento
2003,3,"49,992,700","9,538,653","59,531,353",Sacramento
2003,4,"47,033,260","8,309,305","55,342,565",Sacramento
2003,5,"49,152,352","8,801,873","57,954,225",Sacramento
2003,6,"52,209,516","10,347,900","62,557,416",Sacramento
2003,7,"55,810,773","11,705,206","67,515,979",Sacramento
2003,8,"53,920,973","11,799,672","65,720,645",Sacramento
2003,9,"44,213,408","9,454,647","53,668,055",Sacramento
2003,10,"49,944,935","9,608,358","59,553,293",Sacramento
2003,11,"47,059,495","9,481,886","56,541,381",Sacramento
2003,12,"49,757,124","10,512,547","60,269,671",Sacramento
2003,TOTAL,"583,293,766","117,569,855","700,863,621",Sacramento
2004,1,"43,815,481","10,252,443","54,067,924",Sacramento
2004,2,"45,306,644","9,310,317","54,616,961",Sacramento
2004,3,"54,147,227","10,976,440","65,123,667",Sacramento
2004,4,"53,253,194","10,802,022","64,055,216",Sacramento
2004,5,"53,030,873","10,971,254","64,002,127",Sacramento
2004,6,"56,959,142","12,159,514","69,118,656",Sacramento
2004,7,"59,614,287","13,502,913","73,117,200",Sacramento
2004,8,"57,380,873","13,203,566","70,584,439",Sacramento
2004,9,"47,671,785","10,570,682","58,242,467",Sacramento
2004,10,"54,167,489","10,772,177","64,939,666",Sacramento
2004,11,"51,782,564","10,174,320","61,956,884",Sacramento
2004,12,"52,640,057","11,244,427","63,884,484",Sacramento
2004,TOTAL,"629,769,616","133,940,075","763,709,691",Sacramento
2005,1,"47,977,657","11,387,275","59,364,932",Sacramento
2005,2,"47,074,882","9,945,067","57,019,949",Sacramento
2005,3,"58,838,975","12,479,643","71,318,618",Sacramento
2005,4,"54,908,859","11,521,174","66,430,033",Sacramento
2005,5,"57,323,876","12,164,600","69,488,476",Sacramento
2005,6,"59,724,061","13,140,061","72,864,122",Sacramento
2005,7,"62,396,446","14,421,209","76,817,655",Sacramento
2005,8,"59,110,633","13,703,334","72,813,967",Sacramento
2005,9,"50,600,325","11,325,800","61,926,125",Sacramento
2005,10,"53,738,093","11,107,586","64,845,679",Sacramento
2005,11,"52,766,404","10,580,099","63,346,503",Sacramento
2005,12,"52,801,276","11,812,574","64,613,850",Sacramento
2005,TOTAL,"657,261,487","143,588,422","800,849,909",Sacramento
2006,1,"48,886,043","11,724,098","60,610,141",Sacramento
2006,2,"47,348,142","10,167,275","57,515,417",Sacramento
2006,3,"58,286,011","12,707,241","70,993,252",Sacramento
2006,4,"55,828,555","12,619,137","68,447,692",Sacramento
2006,5,"57,145,193","12,610,793","69,755,986",Sacramento
2006,6,"59,297,121","13,690,835","72,987,956",Sacramento
2006,7,"60,838,606","14,912,621","75,751,227",Sacramento
2006,8,"58,303,233","14,171,796","72,475,029",Sacramento
2006,9,"49,949,551","12,010,922","61,960,473",Sacramento
2006,10,"55,088,986","11,517,228","66,606,214",Sacramento
2006,11,"53,852,209","11,222,687","65,074,896",Sacramento
2006,12,"53,538,970","12,385,958","65,924,928",Sacramento
2006,TOTAL,"658,362,620","149,740,591","808,103,211",Sacramento
2007,1,"50,022,168","12,072,442","62,094,610",Sacramento
2007,2,"47,766,421","10,591,580","58,358,001",Sacramento
2007,3,"59,244,232","13,247,375","72,491,607",Sacramento
2007,4,"57,398,267","12,795,517","70,193,784",Sacramento
2007,5,"59,285,571","12,972,589","72,258,160",Sacramento
2007,6,"61,493,934","14,170,877","75,664,811",Sacramento
2007,7,"63,457,403","15,470,687","78,928,090",Sacramento
2007,8,"62,660,179","15,131,296","77,791,475",Sacramento
2007,9,"52,310,402","12,332,434","64,642,836",Sacramento
2007,10,"57,208,618","12,392,938","69,601,556",Sacramento
2007,11,"55,047,116","12,023,481","67,070,597",Sacramento
2007,12,"53,291,139","13,123,756","66,414,895",Sacramento
2007,TOTAL,"679,185,450","156,324,972","835,510,422",Sacramento
2008,1,"50,245,100","12,794,514","63,039,614",Sacramento
2008,2,"50,118,363","11,677,400","61,795,763",Sacramento
2008,3,"59,213,077","14,221,964","73,435,041",Sacramento
2008,4,"55,611,053","12,983,854","68,594,907",Sacramento
2008,5,"58,047,400","13,628,619","71,676,019",Sacramento
2008,6,"59,559,171","14,447,504","74,006,675",Sacramento
2008,7,"61,401,480","15,488,628","76,890,108",Sacramento
2008,8,"58,966,473","15,369,492","74,335,965",Sacramento
2008,9,"47,680,101","11,759,694","59,439,795",Sacramento
2008,10,"52,956,023","11,952,515","64,908,538",Sacramento
2008,11,"47,658,141","11,288,311","58,946,452",Sacramento
2008,12,"50,253,800","12,499,216","62,753,016",Sacramento
2008,TOTAL,"651,710,182","158,111,711","809,821,893",Sacramento
2009,1,"44,825,056","12,075,267","56,900,323",Sacramento
2009,2,"43,680,328","10,412,676","54,093,004",Sacramento
2009,3,"53,534,891","12,508,793","66,043,684",Sacramento
2009,4,"52,247,781","12,629,805","64,877,586",Sacramento
2009,5,"52,951,246","11,806,548","64,757,794",Sacramento
2009,6,"55,898,027","13,199,636","69,097,663",Sacramento
2009,7,"59,468,957","14,953,615","74,422,572",Sacramento
2009,8,"56,568,180","14,844,821","71,413,001",Sacramento
2009,9,"48,235,025","11,659,775","59,894,800",Sacramento
2009,10,"52,279,405","11,905,529","64,184,934",Sacramento
2009,11,"48,584,832","11,093,714","59,678,546",Sacramento
2009,12,"49,793,527","12,659,154","62,452,681",Sacramento
2009,TOTAL,"618,067,255","149,749,333","767,816,588",Sacramento
2010,1,"45,501,620","12,393,439","57,895,059",Sacramento
2010,2,"42,440,614","10,694,165","53,134,779",Sacramento
2010,3,"54,424,077","13,279,320","67,703,397",Sacramento
2010,4,"52,498,074","12,398,700","64,896,774",Sacramento
2010,5,"53,842,422","13,380,664","67,223,086",Sacramento
2010,6,"56,689,853","14,406,776","71,096,629",Sacramento
2010,7,"59,142,493","16,026,852","75,169,345",Sacramento
2010,8,"57,370,748","15,317,926","72,688,674",Sacramento
2010,9,"50,304,708","12,599,149","62,903,857",Sacramento
2010,10,"54,826,050","12,874,707","67,700,757",Sacramento
2010,11,"51,420,519","11,651,314","63,071,833",Sacramento
2010,12,"51,076,415","12,917,451","63,993,866",Sacramento
2010,TOTAL,"629,537,593","157,940,463","787,478,056",Sacramento
2011,1,"46,305,000","12,668,763","58,973,763",Sacramento
2011,2,"43,657,818","10,944,610","54,602,428",Sacramento
2011,3,"55,649,428","13,473,705","69,123,133",Sacramento
2011,4,"52,858,479","13,537,152","66,395,631",Sacramento
2011,5,"55,982,234","13,935,132","69,917,366",Sacramento
2011,6,"57,778,699","14,814,672","72,593,371",Sacramento
2011,7,"60,310,568","16,623,674","76,934,242",Sacramento
2011,8,"57,403,835","15,753,438","73,157,273",Sacramento
2011,9,"50,982,170","13,220,884","64,203,054",Sacramento
2011,10,"54,124,363","13,199,913","67,324,276",Sacramento
2011,11,"51,660,083","12,156,133","63,816,216",Sacramento
2011,12,"51,534,990","13,559,050","65,094,040",Sacramento
2011,TOTAL,"638,247,667","163,887,126","802,134,793",Sacramento
2012,1,"47,080,840","13,206,801","60,287,641",Sacramento
2012,2,"46,405,385","11,732,944","58,138,329",Sacramento
2012,3,"56,200,391","14,387,677","70,588,068",Sacramento
2012,4,"53,691,570","13,995,377","67,686,947",Sacramento
2012,5,"55,749,349","14,291,285","70,040,634",Sacramento
2012,6,"57,903,293","15,582,335","73,485,628",Sacramento
2012,7,"59,688,267","16,969,590","76,657,857",Sacramento
2012,8,"58,646,304","16,616,643","75,262,947",Sacramento
2012,9,"50,134,504","13,791,714","63,926,218",Sacramento
2012,10,"53,779,646","13,397,785","67,177,431",Sacramento
2012,11,"51,844,482","12,763,847","64,608,329",Sacramento
2012,12,"51,165,451","14,097,885","65,263,336",Sacramento
2012,TOTAL,"642,289,482","170,833,883","813,123,365",Sacramento
2013,1,"47,816,859","13,768,819","61,585,678",Sacramento
2013,2,"45,740,158","12,037,584","57,777,742",Sacramento
2013,3,"56,564,538","15,188,333","71,752,871",Sacramento
2013,4,"53,228,575","14,301,619","67,530,194",Sacramento
2013,5,"56,562,929","15,353,665","71,916,594",Sacramento
2013,6,"57,990,789","16,403,199","74,393,988",Sacramento
2013,7,"59,310,478","17,748,869","77,059,347",Sacramento
2013,8,"58,115,405","17,666,442","75,781,847",Sacramento
2013,9,"50,766,098","14,368,204","65,134,302",Sacramento
2013,10,"54,706,246","14,341,721","69,047,967",Sacramento
2013,11,"50,542,543","13,260,466","63,803,009",Sacramento
2013,12,"54,332,936","15,205,588","69,538,524",Sacramento
2013,TOTAL,"645,677,554","179,644,509","825,322,063",Sacramento
2014,1,"47,957,371","14,692,606","62,649,977",Sacramento
2014,2,"45,513,184","12,482,600","57,995,784",Sacramento
2014,3,"57,762,170","15,604,456","73,366,626",Sacramento
2014,4,"55,247,482","15,471,267","70,718,749",Sacramento
2014,5,"57,888,637","16,338,378","74,227,015",Sacramento
2014,6,"59,262,095","17,361,717","76,623,812",Sacramento
2014,7,"61,757,698","18,784,523","80,542,221",Sacramento
2014,8,"59,758,814","18,784,355","78,543,169",Sacramento
2014,9,"52,529,472","14,985,203","67,514,675",Sacramento
2014,10,"57,084,923","14,981,228","72,066,151",Sacramento
2014,11,"52,578,037","13,730,768","66,308,805",Sacramento
2014,12,"55,487,072","15,805,756","71,292,828",Sacramento
2014,TOTAL,"662,826,955","189,022,857","851,849,812",Sacramento
2015,1,"49,727,992","15,467,163","65,195,155",Sacramento
2015,2,"47,164,898","13,325,293","60,490,191",Sacramento
2015,3,"59,557,626","16,342,061","75,899,687",Sacramento
2015,4,"57,698,342","16,025,595","73,723,937",Sacramento
2015,5,"60,252,607","17,115,194","77,367,801",Sacramento
2015,6,"61,811,276","18,203,199","80,014,475",Sacramento
2015,7,"65,129,348","20,215,002","85,344,350",Sacramento
2015,8,"62,770,806","19,914,264","82,685,070",Sacramento
2015,9,"55,989,599","16,111,956","72,101,555",Sacramento
2015,10,"60,892,617","16,188,843","77,081,460",Sacramento
2015,11,"57,150,828","14,846,611","71,997,439",Sacramento
2015,12,"57,870,955","16,859,827","74,730,782",Sacramento
2015,TOTAL,"696,016,894","200,615,008","896,631,902",Sacramento
2016,1,"52,474,245","16,492,079","68,966,324",Sacramento
2016,2,"51,111,616","14,421,545","65,533,161",Sacramento
2016,3,"61,593,610","17,382,692","78,976,302",Sacramento
2016,4,"58,894,278","16,596,730","75,491,008",Sacramento
2016,5,"62,752,723","17,868,001","80,620,724",Sacramento
2016,6,"64,757,943","19,407,251","84,165,194",Sacramento
2016,7,"66,135,126","21,435,123","87,570,249",Sacramento
2016,8,"63,498,615","20,654,207","84,152,822",Sacramento
2016,9,"58,620,581","17,161,889","75,782,470",Sacramento
2016,10,"61,709,421","16,905,446","78,614,867",Sacramento
2016,11,"59,269,837","15,653,035","74,922,872",Sacramento
2016,12,"59,178,833","18,014,473","77,193,306",Sacramento
2016,TOTAL,"719,996,828","211,992,471","931,989,299",Sacramento
2017,1,"54,109,329","17,488,782","71,598,111",Sacramento
2017,2,"51,078,172","14,709,988","65,788,160",Sacramento
2017,3,"63,963,808","17,910,122","81,873,930",Sacramento
2017,4,"61,099,004","18,686,523","79,785,527",Sacramento
2017,5,"64,442,977","18,865,393","83,308,370",Sacramento
2017,6,"66,746,463","20,676,407","87,422,870",Sacramento
2017,7,"68,575,481","22,690,243","91,265,724",Sacramento
2017,8,"66,664,019","22,013,119","88,677,138",Sacramento
2017,9,"57,144,508","17,438,756","74,583,264",Sacramento
2017,10,"64,625,405","17,604,236","82,229,641",Sacramento
2017,11,"61,911,765","16,476,642","78,388,407",Sacramento
2017,12,"61,374,167","18,469,636","79,843,803",Sacramento
2017,TOTAL,"741,735,098","223,029,847","964,764,945",Sacramento
2018,1,"55,831,159","17,897,787","73,728,946",Sacramento
2018,2,"54,078,219","15,720,901","69,799,120",Sacramento
2018,3,"66,644,135","19,716,774","86,360,909",Sacramento
2018,4,"64,557,780","19,111,955","83,669,735",Sacramento
2018,5,"67,846,119","20,126,585","87,972,704",Sacramento
2018,6,"70,279,158","22,046,732","92,325,890",Sacramento
2018,7,"72,540,389","23,754,573","96,294,962",Sacramento
2018,8,"70,338,563","22,909,627","93,248,190",Sacramento
2018,9,"60,468,575","18,051,374","78,519,949",Sacramento
2018,10,"67,082,086","18,830,854","85,912,940",Sacramento
2018,11,"64,660,022","17,552,376","82,212,398",Sacramento
2018,12,"63,646,582","19,520,179","83,166,761",Sacramento
2018,TOTAL,"777,972,787","235,239,717","1,013,212,504",Sacramento
2019,1,"58,034,262","18,690,817","76,725,079",Sacramento
2019,2,"55,679,481","16,280,536","71,960,017",Sacramento
2019,3,"70,234,129","20,295,947","90,530,076",Sacramento
2019,4,"66,938,654","20,019,304","86,957,958",Sacramento
2019,5,"71,364,145","20,995,113","92,359,258",Sacramento
2019,6,"72,790,418","22,747,453","95,537,871",Sacramento
2019,7,"75,281,916","23,907,859","99,189,775",Sacramento
2019,8,"72,729,199","23,239,180","95,968,379",Sacramento
2019,9,"63,991,365","18,842,310","82,833,675",Sacramento
2019,10,"69,936,836","18,982,654","88,919,490",Sacramento
2019,11,"64,827,417","17,575,113","82,402,530",Sacramento
2019,12,"69,737,438","19,859,635","89,597,073",Sacramento
2019,TOTAL,"811,545,260","241,435,921","1,052,981,181",Sacramento
2020,1,"61,638,893","18,955,398","80,594,291",Sacramento
2020,2,"59,879,630","15,829,198","75,708,828",Sacramento
2020,3,"34,420,555","8,956,945","43,377,500",Sacramento
2020,4,"2,879,712","401,329","3,281,041",Sacramento
2020,5,"7,861,491","372,915","8,234,406",Sacramento
2020,6,"16,132,885","803,948","16,936,833",Sacramento
2020,7,"22,922,158","1,862,122","24,784,280",Sacramento
2020,8,"24,431,822","2,298,093","26,729,915",Sacramento
2020,9,"23,854,772","2,280,598","26,135,370",Sacramento
2020,10,"28,027,209","2,969,651","30,996,860",Sacramento
2020,11,"26,294,514","3,553,139","29,847,653",Sacramento
2020,12,"27,264,199","4,763,815","32,028,014",Sacramento
2020,TOTAL,"335,607,840","63,047,151","398,654,991",Sacramento
2021,1,"24,305,908","4,504,353","28,810,261",Sacramento
2021,2,"24,483,505","2,994,388","27,477,893",Sacramento
2021,3,"39,343,495","4,616,871","43,960,366",Sacramento
2021,4,"43,798,946","5,499,899","49,298,845",Sacramento
2021,5,"52,752,164","7,010,140","59,762,304",Sacramento
2021,6,"60,110,694","8,974,037","69,084,731",Sacramento
2021,7,"66,741,175","10,811,152","77,552,327",Sacramento
2021,8,"60,632,081","10,515,856","71,147,937",Sacramento
2021,9,"53,903,524","8,247,453","62,150,977",Sacramento
2021,10,"60,548,773","8,953,133","69,501,906",Sacramento
2021,11,"59,779,609","10,185,722","69,965,331",Sacramento
2021,12,"59,535,449","12,311,177","71,846,626",Sacramento
2021,TOTAL,"605,935,323","94,624,181","700,559,504",Sacramento
2022,1,"45,814,651","10,136,273","55,950,924",Sacramento
2022,2,"49,076,378","9,291,602","58,367,980",Sacramento
2022,3,"64,617,091","13,270,190","77,887,281",Sacramento
2022,4,"63,520,022","14,711,626","78,231,648",Sacramento
2022,5,"66,964,228","15,922,778","82,887,006",Sacramento
2022,6,"67,372,554","18,205,222","85,577,776",Sacramento
2022,7,"69,432,582","20,080,307","89,512,889",Sacramento
2022,8,"66,520,499","18,988,784","85,509,283",Sacramento
2022,9,"63,140,128","16,275,298","79,415,426",Sacramento
2022,10,"67,935,589","16,415,277","84,350,866",Sacramento
2022,11,"63,680,297","15,717,922","79,398,219",Sacramento
2022,12,"62,482,304","17,736,277","80,218,581",Sacramento
2022,TOTAL,"750,556,323","186,751,556","937,307,879",Sacramento
2023,1,"58,284,512","16,996,063","75,280,575",Sacramento
2023,2,"56,729,998","14,933,429","71,663,427",Sacramento
2023,3,"69,709,155","18,782,858","88,492,013",Sacramento
2023,4,"67,572,130","18,816,065","86,388,195",Sacramento
2023,5,"71,412,644","19,833,959","91,246,603",Sacramento
2023,6,"72,476,653","21,611,678","94,088,331",Sacramento
2023,7,"75,377,184","23,456,611","98,833,795",Sacramento
2023,TOTAL,"471,562,276","134,430,663","605,992,939",Sacramento
