Year,Month,DOMESTIC,INTERNATIONAL,TOTAL,City
2002,10,"29,96,724","1,89,926","31,86,650",Atlanta
2002,11,"28,26,112","1,85,249","30,11,361",Atlanta
2002,12,"30,85,834","1,98,350","32,84,184",Atlanta
2002,TOTAL,"3,46,03,576","24,16,456","3,70,20,032",Atlanta
2003,1,"26,86,976","1,84,248","28,71,224",Atlanta
2003,2,"25,54,385","1,56,427","27,10,812",Atlanta
2003,3,"30,44,047","1,81,394","32,25,441",Atlanta
2003,4,"28,36,458","1,72,833","30,09,291",Atlanta
2003,5,"29,92,648","1,90,182","31,82,830",Atlanta
2003,6,"31,71,845","2,18,371","33,90,216",Atlanta
2003,7,"33,26,522","2,21,725","35,48,247",Atlanta
2003,8,"32,20,210","2,21,822","34,42,032",Atlanta
2003,9,"27,12,924","1,83,750","28,96,674",Atlanta
2003,10,"31,55,206","1,95,975","33,51,181",Atlanta
2003,11,"29,33,540","1,86,253","31,19,793",Atlanta
2003,12,"30,76,441","2,14,814","32,91,255",Atlanta
2003,TOTAL,"3,57,11,202","23,27,794","3,80,38,996",Atlanta
2004,1,"27,47,324","1,89,534","29,36,858",Atlanta
2004,2,"27,76,004","1,70,679","29,46,683",Atlanta
2004,3,"32,86,980","2,10,729","34,97,709",Atlanta
2004,4,"32,00,608","2,11,502","34,12,110",Atlanta
2004,5,"32,47,361","2,35,082","34,82,443",Atlanta
2004,6,"33,82,186","2,58,664","36,40,850",Atlanta
2004,7,"34,98,461","2,59,677","37,58,138",Atlanta
2004,8,"32,66,995","2,38,311","35,05,306",Atlanta
2004,9,"26,51,899","2,04,312","28,56,211",Atlanta
2004,10,"32,25,533","2,06,626","34,32,159",Atlanta
2004,11,"31,05,930","2,02,604","33,08,534",Atlanta
2004,12,"32,03,559","2,39,982","34,43,541",Atlanta
2004,TOTAL,"3,75,92,840","26,27,702","4,02,20,542",Atlanta
2005,1,"28,78,422","2,21,408","30,99,830",Atlanta
2005,2,"28,72,057","1,96,797","30,68,854",Atlanta
2005,3,"35,57,423","2,49,220","38,06,643",Atlanta
2005,4,"33,60,270","2,30,969","35,91,239",Atlanta
2005,5,"34,97,075","2,59,153","37,56,228",Atlanta
2005,6,"35,21,952","2,72,072","37,94,024",Atlanta
2005,7,"36,04,111","2,69,012","38,73,123",Atlanta
2005,8,"33,75,819","2,43,398","36,19,217",Atlanta
2005,9,"28,68,340","2,28,648","30,96,988",Atlanta
2005,10,"30,52,116","2,18,504","32,70,620",Atlanta
2005,11,"29,91,120","2,16,567","32,07,687",Atlanta
2005,12,"30,60,904","2,79,829","33,40,733",Atlanta
2005,TOTAL,"3,86,39,609","28,85,577","4,15,25,186",Atlanta
2006,1,"28,25,100","2,41,746","30,66,846",Atlanta
2006,2,"26,95,120","2,21,574","29,16,694",Atlanta
2006,3,"33,46,864","2,99,157","36,46,021",Atlanta
2006,4,"30,92,980","2,82,694","33,75,674",Atlanta
2006,5,"31,55,950","3,17,505","34,73,455",Atlanta
2006,6,"33,19,604","3,78,916","36,98,520",Atlanta
2006,7,"34,40,481","3,71,907","38,12,388",Atlanta
2006,8,"31,79,002","3,27,408","35,06,410",Atlanta
2006,9,"27,48,243","2,68,907","30,17,150",Atlanta
2006,10,"31,66,004","2,57,639","34,23,643",Atlanta
2006,11,"31,00,776","2,67,777","33,68,553",Atlanta
2006,12,"30,27,458","3,36,146","33,63,604",Atlanta
2006,TOTAL,"3,70,97,582","35,71,376","4,06,68,958",Atlanta
2007,1,"27,44,136","2,98,801","30,42,937",Atlanta
2007,2,"26,42,977","2,72,971","29,15,948",Atlanta
2007,3,"33,47,887","3,51,048","36,98,935",Atlanta
2007,4,"32,22,845","3,04,573","35,27,418",Atlanta
2007,5,"33,18,869","3,35,916","36,54,785",Atlanta
2007,6,"35,40,330","3,97,097","39,37,427",Atlanta
2007,7,"36,54,986","3,98,574","40,53,560",Atlanta
2007,8,"35,56,705","3,59,051","39,15,756",Atlanta
2007,9,"29,82,422","2,92,995","32,75,417",Atlanta
2007,10,"33,88,161","2,86,441","36,74,602",Atlanta
2007,11,"31,76,190","2,86,557","34,62,747",Atlanta
2007,12,"30,65,447","3,47,605","34,13,052",Atlanta
2007,TOTAL,"3,86,40,955","39,31,629","4,25,72,584",Atlanta
2008,1,"28,23,518","3,09,242","31,32,760",Atlanta
2008,2,"29,05,143","2,92,983","31,98,126",Atlanta
2008,3,"34,17,624","3,68,400","37,86,024",Atlanta
2008,4,"32,00,599","3,17,788","35,18,387",Atlanta
2008,5,"33,10,316","3,63,019","36,73,335",Atlanta
2008,6,"34,77,802","4,13,404","38,91,206",Atlanta
2008,7,"36,52,009","4,13,742","40,65,751",Atlanta
2008,8,"34,88,127","3,72,901","38,61,028",Atlanta
2008,9,"30,47,701","2,95,862","33,43,563",Atlanta
2008,10,"34,16,195","2,90,986","37,07,181",Atlanta
2008,11,"31,08,720","2,85,717","33,94,437",Atlanta
2008,12,"31,73,033","3,54,839","35,27,872",Atlanta
2008,TOTAL,"3,90,20,787","40,78,883","4,30,99,670",Atlanta
2009,1,"28,49,037","3,12,642","31,61,679",Atlanta
2009,2,"26,58,524","2,65,973","29,24,497",Atlanta
2009,3,"31,36,635","3,29,366","34,66,001",Atlanta
2009,4,"31,29,794","3,23,516","34,53,310",Atlanta
2009,5,"32,56,465","3,41,139","35,97,604",Atlanta
2009,6,"34,02,029","4,11,390","38,13,419",Atlanta
2009,7,"36,28,640","4,10,678","40,39,318",Atlanta
2009,8,"34,35,608","3,56,135","37,91,743",Atlanta
2009,9,"30,19,930","2,81,294","33,01,224",Atlanta
2009,10,"33,05,251","2,79,397","35,84,648",Atlanta
2009,11,"30,23,808","2,61,914","32,85,722",Atlanta
2009,12,"29,58,864","3,43,821","33,02,685",Atlanta
2009,TOTAL,"3,78,04,585","39,17,265","4,17,21,850",Atlanta
2010,1,"27,26,070","2,95,737","30,21,807",Atlanta
2010,2,"25,44,751","2,74,793","28,19,544",Atlanta
2010,3,"32,93,758","3,48,564","36,42,322",Atlanta
2010,4,"32,62,533","3,14,745","35,77,278",Atlanta
2010,5,"33,69,274","3,57,261","37,26,535",Atlanta
2010,6,"34,65,091","4,09,629","38,74,720",Atlanta
2010,7,"35,74,034","4,35,142","40,09,176",Atlanta
2010,8,"34,15,000","3,72,657","37,87,657",Atlanta
2010,9,"31,40,173","2,99,152","34,39,325",Atlanta
2010,10,"34,33,171","3,02,984","37,36,155",Atlanta
2010,11,"31,79,016","2,81,545","34,60,561",Atlanta
2010,12,"30,72,786","3,40,763","34,13,549",Atlanta
2010,TOTAL,"3,84,75,657","40,32,972","4,25,08,629",Atlanta
2011,1,"26,78,294","3,02,566","29,80,860",Atlanta
2011,2,"26,66,018","2,84,617","29,50,635",Atlanta
2011,3,"33,76,371","3,60,156","37,36,527",Atlanta
2011,4,"32,78,439","3,34,226","36,12,665",Atlanta
2011,5,"36,04,729","3,60,924","39,65,653",Atlanta
2011,6,"35,83,364","4,22,546","40,05,910",Atlanta
2011,7,"37,41,126","4,49,694","41,90,820",Atlanta
2011,8,"35,48,785","3,86,665","39,35,450",Atlanta
2011,9,"32,33,004","3,00,184","35,33,188",Atlanta
2011,10,"35,11,352","2,99,087","38,10,439",Atlanta
2011,11,"32,72,304","2,82,938","35,55,242",Atlanta
2011,12,"30,80,001","3,47,729","34,27,730",Atlanta
2011,TOTAL,"3,95,73,787","41,31,332","4,37,05,119",Atlanta
2012,1,"28,86,710","3,07,011","31,93,721",Atlanta
2012,2,"28,88,471","2,90,508","31,78,979",Atlanta
2012,3,"35,50,261","3,60,894","39,11,155",Atlanta
2012,4,"34,46,162","3,28,660","37,74,822",Atlanta
2012,5,"36,42,807","3,75,848","40,18,655",Atlanta
2012,6,"37,29,923","4,15,796","41,45,719",Atlanta
2012,7,"37,69,354","4,22,434","41,91,788",Atlanta
2012,8,"36,44,910","3,75,970","40,20,880",Atlanta
2012,9,"32,51,758","3,16,321","35,68,079",Atlanta
2012,10,"35,77,528","3,19,860","38,97,388",Atlanta
2012,11,"33,64,273","2,99,420","36,63,693",Atlanta
2012,12,"31,85,267","3,56,963","35,42,230",Atlanta
2012,TOTAL,"4,09,37,424","41,69,685","4,51,07,109",Atlanta
2013,1,"29,87,573","3,07,622","32,95,195",Atlanta
2013,2,"28,49,543","2,90,739","31,40,282",Atlanta
2013,3,"35,23,830","3,65,731","38,89,561",Atlanta
2013,4,"33,89,486","3,41,123","37,30,609",Atlanta
2013,5,"35,91,908","3,89,889","39,81,797",Atlanta
2013,6,"35,69,294","4,36,420","40,05,714",Atlanta
2013,7,"36,26,195","4,38,573","40,64,768",Atlanta
2013,8,"35,47,523","3,97,734","39,45,257",Atlanta
2013,9,"32,06,279","3,14,390","35,20,669",Atlanta
2013,10,"35,16,660","3,22,456","38,39,116",Atlanta
2013,11,"31,68,551","3,22,900","34,91,451",Atlanta
2013,12,"33,51,742","3,84,675","37,36,417",Atlanta
2013,TOTAL,"4,03,28,584","43,12,252","4,46,40,836",Atlanta
2014,1,"28,83,013","3,45,301","32,28,314",Atlanta
2014,2,"27,41,403","3,11,545","30,52,948",Atlanta
2014,3,"36,37,570","3,97,033","40,34,603",Atlanta
2014,4,"35,19,927","3,66,582","38,86,509",Atlanta
2014,5,"37,32,980","4,17,160","41,50,140",Atlanta
2014,6,"36,38,862","4,66,521","41,05,383",Atlanta
2014,7,"37,76,858","4,71,539","42,48,397",Atlanta
2014,8,"36,51,912","4,36,821","40,88,733",Atlanta
2014,9,"33,55,828","3,50,336","37,06,164",Atlanta
2014,10,"36,97,108","3,37,796","40,34,904",Atlanta
2014,11,"33,37,130","3,21,856","36,58,986",Atlanta
2014,12,"33,58,901","3,87,458","37,46,359",Atlanta
2014,TOTAL,"4,13,31,492","46,09,948","4,59,41,440",Atlanta
2015,1,"30,89,174","3,66,562","34,55,736",Atlanta
2015,2,"29,37,697","3,22,816","32,60,513",Atlanta
2015,3,"37,42,543","3,82,598","41,25,141",Atlanta
2015,4,"36,47,022","3,70,542","40,17,564",Atlanta
2015,5,"38,88,355","4,03,650","42,92,005",Atlanta
2015,6,"38,59,114","4,44,501","43,03,615",Atlanta
2015,7,"39,96,062","4,59,546","44,55,608",Atlanta
2015,8,"38,75,938","4,25,908","43,01,846",Atlanta
2015,9,"36,33,240","3,44,547","39,77,787",Atlanta
2015,10,"39,59,331","3,47,029","43,06,360",Atlanta
2015,11,"37,04,202","3,29,453","40,33,655",Atlanta
2015,12,"35,76,571","3,88,951","39,65,522",Atlanta
2015,TOTAL,"4,39,09,249","45,86,103","4,84,95,352",Atlanta
2016,1,"32,99,390","3,75,687","36,75,077",Atlanta
2016,2,"32,23,435","3,43,195","35,66,630",Atlanta
2016,3,"37,71,750","3,94,353","41,66,103",Atlanta
2016,4,"37,60,315","3,76,501","41,36,816",Atlanta
2016,5,"40,99,226","4,15,712","45,14,938",Atlanta
2016,6,"39,73,767","4,51,170","44,24,937",Atlanta
2016,7,"39,63,425","4,74,195","44,37,620",Atlanta
2016,8,"37,47,620","4,12,282","41,59,902",Atlanta
2016,9,"36,96,180","3,43,841","40,40,021",Atlanta
2016,10,"39,66,520","3,40,018","43,06,538",Atlanta
2016,11,"37,86,460","3,15,264","41,01,724",Atlanta
2016,12,"36,16,391","4,01,149","40,17,540",Atlanta
2016,TOTAL,"4,49,04,479","46,43,367","4,95,47,846",Atlanta
2017,1,"32,78,978","3,67,874","36,46,852",Atlanta
2017,2,"31,75,699","3,45,165","35,20,864",Atlanta
2017,3,"38,93,620","4,21,395","43,15,015",Atlanta
2017,4,"35,44,465","4,00,934","39,45,399",Atlanta
2017,5,"40,26,847","4,44,076","44,70,923",Atlanta
2017,6,"39,79,928","4,98,847","44,78,775",Atlanta
2017,7,"39,68,085","5,05,126","44,73,211",Atlanta
2017,8,"39,46,228","4,62,612","44,08,840",Atlanta
2017,9,"33,73,219","3,62,479","37,35,698",Atlanta
2017,10,"39,78,568","3,67,408","43,45,976",Atlanta
2017,11,"37,53,959","3,37,189","40,91,148",Atlanta
2017,12,"34,31,442","3,96,746","38,28,188",Atlanta
2017,TOTAL,"4,43,51,038","49,09,851","4,92,60,889",Atlanta
2018,1,"32,32,202","3,83,360","36,15,562",Atlanta
2018,2,"32,04,716","3,61,169","35,65,885",Atlanta
2018,3,"39,65,168","4,56,763","44,21,931",Atlanta
2018,4,"38,44,151","4,10,469","42,54,620",Atlanta
2018,5,"40,81,926","4,68,394","45,50,320",Atlanta
2018,6,"40,17,606","5,03,016","45,20,622",Atlanta
2018,7,"41,17,061","5,05,738","46,22,799",Atlanta
2018,8,"41,02,227","4,75,113","45,77,340",Atlanta
2018,9,"35,76,210","3,72,093","39,48,303",Atlanta
2018,10,"40,04,355","3,75,880","43,80,235",Atlanta
2018,11,"38,69,711","3,47,092","42,16,803",Atlanta
2018,12,"36,95,258","4,18,853","41,14,111",Atlanta
2018,TOTAL,"4,57,10,591","50,77,940","5,07,88,531",Atlanta
2019,1,"33,86,637","3,82,389","37,69,026",Atlanta
2019,2,"32,72,137","3,58,554","36,30,691",Atlanta
2019,3,"41,29,573","4,55,996","45,85,569",Atlanta
2019,4,"39,29,355","4,29,883","43,59,238",Atlanta
2019,5,"42,45,390","4,81,311","47,26,701",Atlanta
2019,6,"42,07,972","5,05,443","47,13,415",Atlanta
2019,7,"43,06,188","4,94,284","48,00,472",Atlanta
2019,8,"42,12,111","4,74,739","46,86,850",Atlanta
2019,9,"37,52,623","3,79,570","41,32,193",Atlanta
2019,10,"41,26,336","3,78,309","45,04,645",Atlanta
2019,11,"37,64,889","3,50,476","41,15,365",Atlanta
2019,12,"39,28,011","4,16,667","43,44,678",Atlanta
2019,TOTAL,"4,72,61,222","51,07,621","5,23,68,843",Atlanta
2020,1,"35,30,955","3,85,655","39,16,610",Atlanta
2020,2,"34,09,301","3,53,799","37,63,100",Atlanta
2020,3,"19,23,568","1,88,640","21,12,208",Atlanta
2020,4,"1,74,973","9,460","1,84,433",Atlanta
2020,5,"3,64,012","9,309","3,73,321",Atlanta
2020,6,"7,23,441","15,621","7,39,062",Atlanta
2020,7,"11,49,414","38,773","11,88,187",Atlanta
2020,8,"13,65,765","48,294","14,14,059",Atlanta
2020,9,"14,38,217","53,325","14,91,542",Atlanta
2020,10,"16,25,607","72,391","16,97,998",Atlanta
2020,11,"15,63,807","90,972","16,54,779",Atlanta
2020,12,"16,07,949","1,38,577","17,46,526",Atlanta
2020,TOTAL,"1,88,77,009","14,04,816","2,02,81,825",Atlanta
2021,1,"14,66,718","1,07,173","15,73,891",Atlanta
2021,2,"14,42,427","90,315","15,32,742",Atlanta
2021,3,"20,96,140","1,17,831","22,13,971",Atlanta
2021,4,"22,38,351","1,30,123","23,68,474",Atlanta
2021,5,"31,11,761","2,11,118","33,22,879",Atlanta
2021,6,"33,51,828","2,43,557","35,95,385",Atlanta
2021,7,"36,16,193","2,78,192","38,94,385",Atlanta
2021,8,"33,78,015","2,61,995","36,40,010",Atlanta
2021,9,"31,60,951","2,32,114","33,93,065",Atlanta
2021,10,"34,20,331","2,40,366","36,60,697",Atlanta
2021,11,"33,77,229","2,39,713","36,16,942",Atlanta
2021,12,"32,22,013","2,76,279","34,98,292",Atlanta
2021,TOTAL,"3,38,81,957","24,28,776","3,63,10,733",Atlanta
2022,1,"26,06,611","2,26,039","28,32,650",Atlanta
2022,2,"27,33,525","2,29,812","29,63,337",Atlanta
2022,3,"34,71,410","2,96,626","37,68,036",Atlanta
2022,4,"34,05,235","3,13,190","37,18,425",Atlanta
2022,5,"36,64,005","3,57,125","40,21,130",Atlanta
2022,6,"35,10,428","3,91,093","39,01,521",Atlanta
2022,7,"35,79,498","3,78,042","39,57,540",Atlanta
2022,8,"35,27,355","3,66,642","38,93,997",Atlanta
2022,9,"34,44,547","3,48,607","37,93,154",Atlanta
2022,10,"36,15,901","3,48,687","39,64,588",Atlanta
2022,11,"35,22,880","3,12,473","38,35,353",Atlanta
2022,12,"34,44,649","3,63,857","38,08,506",Atlanta
2022,TOTAL,"4,05,26,044","39,32,193","4,44,58,237",Atlanta
2023,1,"31,97,792","3,39,250","35,37,042",Atlanta
2023,2,"30,56,217","3,14,954","33,71,171",Atlanta
2023,3,"37,20,602","3,91,004","41,11,606",Atlanta
2023,4,"36,62,881","3,96,654","40,59,535",Atlanta
2023,5,"40,18,737","4,59,647","44,78,384",Atlanta
2023,6,"39,85,638","4,93,799","44,79,437",Atlanta
2023,7,"40,84,447","4,92,526","45,76,973",Atlanta
2023,TOTAL,"2,57,26,314","28,87,834","2,86,14,148",Atlanta
2002,10,"19,12,156","1,26,191","20,38,347",Dallas
2002,11,"17,35,527","1,24,480","18,60,007",Dallas
2002,12,"19,90,101","1,49,338","21,39,439",Dallas
2002,TOTAL,"2,24,55,238","16,06,365","2,40,61,603",Dallas
2003,1,"16,91,952","1,30,352","18,22,304",Dallas
2003,2,"15,61,678","1,15,882","16,77,560",Dallas
2003,3,"19,51,977","1,37,735","20,89,712",Dallas
2003,4,"17,70,298","1,12,178","18,82,476",Dallas
2003,5,"19,48,301","1,26,892","20,75,193",Dallas
2003,6,"20,66,008","1,49,761","22,15,769",Dallas
2003,7,"22,20,271","1,67,071","23,87,342",Dallas
2003,8,"20,58,910","1,59,999","22,18,909",Dallas
2003,9,"16,77,281","1,20,565","17,97,846",Dallas
2003,10,"19,40,700","1,25,734","20,66,434",Dallas
2003,11,"19,39,177","1,38,586","20,77,763",Dallas
2003,12,"21,10,642","1,62,760","22,73,402",Dallas
2003,TOTAL,"2,29,37,195","16,47,515","2,45,84,710",Dallas
2004,1,"19,12,654","1,43,651","20,56,305",Dallas
2004,2,"18,80,923","1,41,466","20,22,389",Dallas
2004,3,"22,31,013","1,66,340","23,97,353",Dallas
2004,4,"21,15,198","1,53,178","22,68,376",Dallas
2004,5,"22,04,423","1,61,875","23,66,298",Dallas
2004,6,"23,32,304","1,79,605","25,11,909",Dallas
2004,7,"24,00,489","1,95,310","25,95,799",Dallas
2004,8,"22,01,457","1,73,871","23,75,328",Dallas
2004,9,"19,85,986","1,44,107","21,30,093",Dallas
2004,10,"21,92,997","1,44,056","23,37,053",Dallas
2004,11,"20,91,506","1,46,269","22,37,775",Dallas
2004,12,"21,13,523","1,74,379","22,87,902",Dallas
2004,TOTAL,"2,56,62,473","19,24,107","2,75,86,580",Dallas
2005,1,"19,52,674","1,59,575","21,12,249",Dallas
2005,2,"17,62,974","1,48,120","19,11,094",Dallas
2005,3,"21,68,649","1,86,379","23,55,028",Dallas
2005,4,"20,56,646","1,61,255","22,17,901",Dallas
2005,5,"21,82,266","1,80,312","23,62,578",Dallas
2005,6,"23,28,553","2,10,478","25,39,031",Dallas
2005,7,"24,14,128","2,19,961","26,34,089",Dallas
2005,8,"21,86,923","1,84,817","23,71,740",Dallas
2005,9,"19,98,024","1,57,205","21,55,229",Dallas
2005,10,"21,37,651","1,59,595","22,97,246",Dallas
2005,11,"21,37,506","1,56,919","22,94,425",Dallas
2005,12,"21,47,222","1,90,805","23,38,027",Dallas
2005,TOTAL,"2,54,73,216","21,15,421","2,75,88,637",Dallas
2006,1,"20,13,233","1,74,993","21,88,226",Dallas
2006,2,"18,71,478","1,60,472","20,31,950",Dallas
2006,3,"22,46,324","1,99,669","24,45,993",Dallas
2006,4,"21,88,225","1,77,919","23,66,144",Dallas
2006,5,"23,31,076","2,03,601","25,34,677",Dallas
2006,6,"23,82,931","2,15,285","25,98,216",Dallas
2006,7,"24,12,173","2,16,395","26,28,568",Dallas
2006,8,"21,69,476","1,92,917","23,62,393",Dallas
2006,9,"19,68,583","1,58,401","21,26,984",Dallas
2006,10,"21,66,614","1,65,586","23,32,200",Dallas
2006,11,"20,70,310","1,56,750","22,27,060",Dallas
2006,12,"21,38,856","1,86,939","23,25,795",Dallas
2006,TOTAL,"2,59,59,279","22,08,927","2,81,68,206",Dallas
2007,1,"19,44,528","1,65,520","21,10,048",Dallas
2007,2,"18,62,273","1,51,472","20,13,745",Dallas
2007,3,"22,48,185","1,87,613","24,35,798",Dallas
2007,4,"21,46,564","1,65,960","23,12,524",Dallas
2007,5,"22,75,247","1,87,298","24,62,545",Dallas
2007,6,"23,04,943","1,99,264","25,04,207",Dallas
2007,7,"24,02,764","2,07,914","26,10,678",Dallas
2007,8,"22,98,706","1,89,908","24,88,614",Dallas
2007,9,"19,88,647","1,57,263","21,45,910",Dallas
2007,10,"21,97,609","1,64,035","23,61,644",Dallas
2007,11,"21,39,381","1,65,855","23,05,236",Dallas
2007,12,"20,73,437","1,89,658","22,63,095",Dallas
2007,TOTAL,"2,58,82,284","21,31,760","2,80,14,044",Dallas
2008,1,"19,56,747","1,76,110","21,32,857",Dallas
2008,2,"19,01,839","1,65,231","20,67,070",Dallas
2008,3,"20,82,202","1,85,014","22,67,216",Dallas
2008,4,"19,50,412","1,55,036","21,05,448",Dallas
2008,5,"21,69,750","1,86,826","23,56,576",Dallas
2008,6,"22,86,232","1,92,502","24,78,734",Dallas
2008,7,"23,51,781","1,95,321","25,47,102",Dallas
2008,8,"21,81,822","1,79,368","23,61,190",Dallas
2008,9,"18,60,962","1,44,709","20,05,671",Dallas
2008,10,"20,83,345","1,53,608","22,36,953",Dallas
2008,11,"18,45,563","1,56,136","20,01,699",Dallas
2008,12,"20,19,018","1,70,522","21,89,540",Dallas
2008,TOTAL,"2,46,89,673","20,60,383","2,67,50,056",Dallas
2009,1,"17,83,541","1,55,915","19,39,456",Dallas
2009,2,"17,11,344","1,44,166","18,55,510",Dallas
2009,3,"20,64,594","1,68,572","22,33,166",Dallas
2009,4,"20,10,195","1,54,401","21,64,596",Dallas
2009,5,"20,68,553","1,49,733","22,18,286",Dallas
2009,6,"22,36,639","1,79,159","24,15,798",Dallas
2009,7,"23,60,815","1,96,493","25,57,308",Dallas
2009,8,"21,49,547","1,77,261","23,26,808",Dallas
2009,9,"18,98,584","1,53,787","20,52,371",Dallas
2009,10,"20,65,766","1,62,987","22,28,753",Dallas
2009,11,"19,25,607","1,59,237","20,84,844",Dallas
2009,12,"19,93,864","1,76,419","21,70,283",Dallas
2009,TOTAL,"2,42,69,049","19,78,130","2,62,47,179",Dallas
2010,1,"18,29,013","1,65,873","19,94,886",Dallas
2010,2,"16,58,806","1,50,356","18,09,162",Dallas
2010,3,"20,88,259","1,83,881","22,72,140",Dallas
2010,4,"20,36,994","1,70,306","22,07,300",Dallas
2010,5,"20,97,306","1,87,010","22,84,316",Dallas
2010,6,"22,34,369","2,05,092","24,39,461",Dallas
2010,7,"22,75,466","2,22,032","24,97,498",Dallas
2010,8,"21,17,181","1,94,860","23,12,041",Dallas
2010,9,"19,70,768","1,70,637","21,41,405",Dallas
2010,10,"21,41,521","1,82,111","23,23,632",Dallas
2010,11,"20,02,041","1,76,330","21,78,371",Dallas
2010,12,"20,49,174","1,99,638","22,48,812",Dallas
2010,TOTAL,"2,45,00,898","22,08,126","2,67,09,024",Dallas
2011,1,"18,44,550","1,79,381","20,23,931",Dallas
2011,2,"16,75,301","1,54,143","18,29,444",Dallas
2011,3,"21,10,738","1,94,305","23,05,043",Dallas
2011,4,"20,05,792","1,72,918","21,78,710",Dallas
2011,5,"21,06,041","1,87,181","22,93,222",Dallas
2011,6,"23,12,567","2,16,304","25,28,871",Dallas
2011,7,"23,59,578","2,38,907","25,98,485",Dallas
2011,8,"21,80,705","2,03,555","23,84,260",Dallas
2011,9,"20,57,802","1,72,482","22,30,284",Dallas
2011,10,"21,63,883","1,80,578","23,44,461",Dallas
2011,11,"20,17,400","1,73,831","21,91,231",Dallas
2011,12,"19,92,786","2,01,998","21,94,784",Dallas
2011,TOTAL,"2,48,27,143","22,75,583","2,71,02,726",Dallas
2012,1,"18,55,273","1,78,396","20,33,669",Dallas
2012,2,"18,30,112","1,64,884","19,94,996",Dallas
2012,3,"21,56,992","1,98,165","23,55,157",Dallas
2012,4,"20,00,783","1,84,076","21,84,859",Dallas
2012,5,"22,30,058","2,06,303","24,36,361",Dallas
2012,6,"22,76,172","2,33,372","25,09,544",Dallas
2012,7,"22,86,257","2,49,575","25,35,832",Dallas
2012,8,"22,00,780","2,17,842","24,18,622",Dallas
2012,9,"19,72,731","1,82,925","21,55,656",Dallas
2012,10,"21,45,674","1,93,572","23,39,246",Dallas
2012,11,"20,58,545","1,94,262","22,52,807",Dallas
2012,12,"20,89,677","2,21,270","23,10,947",Dallas
2012,TOTAL,"2,51,03,054","24,24,642","2,75,27,696",Dallas
2013,1,"19,94,045","1,97,972","21,92,017",Dallas
2013,2,"19,12,274","1,80,546","20,92,820",Dallas
2013,3,"22,13,486","2,14,130","24,27,616",Dallas
2013,4,"21,19,794","1,99,190","23,18,984",Dallas
2013,5,"22,47,800","2,27,135","24,74,935",Dallas
2013,6,"23,22,101","2,64,120","25,86,221",Dallas
2013,7,"23,68,476","2,76,796","26,45,272",Dallas
2013,8,"22,58,497","2,49,681","25,08,178",Dallas
2013,9,"20,40,942","1,97,480","22,38,422",Dallas
2013,10,"22,47,399","2,09,485","24,56,884",Dallas
2013,11,"20,15,462","2,11,651","22,27,113",Dallas
2013,12,"20,65,469","2,38,430","23,03,899",Dallas
2013,TOTAL,"2,58,05,745","26,66,616","2,84,72,361",Dallas
2014,1,"20,84,164","2,29,131","23,13,295",Dallas
2014,2,"18,99,494","1,94,504","20,93,998",Dallas
2014,3,"22,84,571","2,33,982","25,18,553",Dallas
2014,4,"22,21,816","2,17,159","24,38,975",Dallas
2014,5,"23,69,941","2,47,280","26,17,221",Dallas
2014,6,"24,97,531","2,84,486","27,82,017",Dallas
2014,7,"25,59,855","2,93,316","28,53,171",Dallas
2014,8,"24,30,793","2,59,233","26,90,026",Dallas
2014,9,"22,56,546","2,09,500","24,66,046",Dallas
2014,10,"23,41,753","2,19,748","25,61,501",Dallas
2014,11,"20,78,769","2,19,342","22,98,111",Dallas
2014,12,"22,84,535","2,63,113","25,47,648",Dallas
2014,TOTAL,"2,73,09,768","28,70,794","3,01,80,562",Dallas
2015,1,"21,18,970","2,32,436","23,51,406",Dallas
2015,2,"18,63,444","2,04,920","20,68,364",Dallas
2015,3,"23,11,467","2,45,672","25,57,139",Dallas
2015,4,"22,87,938","2,28,846","25,16,784",Dallas
2015,5,"23,42,822","2,62,828","26,05,650",Dallas
2015,6,"25,21,252","3,06,602","28,27,854",Dallas
2015,7,"26,59,886","3,21,907","29,81,793",Dallas
2015,8,"25,05,866","2,84,270","27,90,136",Dallas
2015,9,"23,07,017","2,32,051","25,39,068",Dallas
2015,10,"24,07,787","2,46,902","26,54,689",Dallas
2015,11,"22,23,013","2,31,495","24,54,508",Dallas
2015,12,"22,53,382","2,70,228","25,23,610",Dallas
2015,TOTAL,"2,78,02,844","30,68,157","3,08,71,001",Dallas
2016,1,"21,52,028","2,37,813","23,89,841",Dallas
2016,2,"20,50,695","2,13,118","22,63,813",Dallas
2016,3,"23,30,612","2,66,597","25,97,209",Dallas
2016,4,"22,12,483","2,31,576","24,44,059",Dallas
2016,5,"23,48,182","2,62,558","26,10,740",Dallas
2016,6,"24,52,003","3,15,304","27,67,307",Dallas
2016,7,"25,04,898","3,22,866","28,27,764",Dallas
2016,8,"23,27,463","2,68,586","25,96,049",Dallas
2016,9,"23,00,893","2,32,267","25,33,160",Dallas
2016,10,"23,42,607","2,49,634","25,92,241",Dallas
2016,11,"21,66,278","2,31,587","23,97,865",Dallas
2016,12,"21,86,309","2,76,910","24,63,219",Dallas
2016,TOTAL,"2,73,74,451","31,08,816","3,04,83,267",Dallas
2017,1,"20,93,354","2,33,892","23,27,246",Dallas
2017,2,"19,68,043","2,13,176","21,81,219",Dallas
2017,3,"23,48,339","2,56,492","26,04,831",Dallas
2017,4,"21,90,320","2,40,318","24,30,638",Dallas
