Year,Month,DOMESTIC,INTERNATIONAL,TOTAL,City
2007,3,"6,681",65,"6,746",Kansas City
2007,4,"6,671",53,"6,724",Kansas City
2007,5,"7,480",44,"7,524",Kansas City
2007,6,"7,422",42,"7,464",Kansas City
2007,7,"7,914",37,"7,951",Kansas City
2007,8,"7,987",35,"8,022",Kansas City
2007,9,"7,499",35,"7,534",Kansas City
2007,10,"7,975",35,"8,010",Kansas City
2007,11,"7,564",41,"7,605",Kansas City
2007,12,"7,361",59,"7,420",Kansas City
2007,TOTAL,"86,875",563,"87,438",Kansas City
2008,1,"7,462",65,"7,527",Kansas City
2008,2,"6,847",55,"6,902",Kansas City
2008,3,"7,516",68,"7,584",Kansas City
2008,4,"7,162",48,"7,210",Kansas City
2008,5,"7,191",44,"7,235",Kansas City
2008,6,"7,021",43,"7,064",Kansas City
2008,7,"6,707",44,"6,751",Kansas City
2008,8,"6,392",40,"6,432",Kansas City
2008,9,"5,614",30,"5,644",Kansas City
2008,10,"5,773",35,"5,808",Kansas City
2008,11,"5,500",40,"5,540",Kansas City
2008,12,"5,625",47,"5,672",Kansas City
2008,TOTAL,"78,810",559,"79,369",Kansas City
2009,1,"5,497",46,"5,543",Kansas City
2009,2,"5,076",40,"5,116",Kansas City
2009,3,"5,681",44,"5,725",Kansas City
2009,4,"5,725",41,"5,766",Kansas City
2009,5,"5,901",4,"5,905",Kansas City
2009,6,"5,994",26,"6,020",Kansas City
2009,7,"6,144",27,"6,171",Kansas City
2009,8,"5,892",25,"5,917",Kansas City
2009,9,"5,427",26,"5,453",Kansas City
2009,10,"5,650",33,"5,683",Kansas City
2009,11,"5,484",38,"5,522",Kansas City
2009,12,"5,438",39,"5,477",Kansas City
2009,TOTAL,"67,909",389,"68,298",Kansas City
2010,1,"5,165",38,"5,203",Kansas City
2010,2,"4,683",36,"4,719",Kansas City
2010,3,"5,549",40,"5,589",Kansas City
2010,4,"5,338",36,"5,374",Kansas City
2010,5,"5,600",32,"5,632",Kansas City
2010,6,"5,678",29,"5,707",Kansas City
2010,7,"5,782",28,"5,810",Kansas City
2010,8,"5,813",31,"5,844",Kansas City
2010,9,"5,407",28,"5,435",Kansas City
2010,10,"5,593",37,"5,630",Kansas City
2010,11,"5,433",40,"5,473",Kansas City
2010,12,"5,446",45,"5,491",Kansas City
2010,TOTAL,"65,487",420,"65,907",Kansas City
2011,1,"5,049",53,"5,102",Kansas City
2011,2,"4,479",43,"4,522",Kansas City
2011,3,"5,505",50,"5,555",Kansas City
2011,4,"5,221",45,"5,266",Kansas City
2011,5,"5,516",36,"5,552",Kansas City
2011,6,"5,774",33,"5,807",Kansas City
2011,7,"5,923",37,"5,960",Kansas City
2011,8,"5,792",34,"5,826",Kansas City
2011,9,"5,279",30,"5,309",Kansas City
2011,10,"5,437",33,"5,470",Kansas City
2011,11,"5,214",39,"5,253",Kansas City
2011,12,"5,310",48,"5,358",Kansas City
2011,TOTAL,"64,499",481,"64,980",Kansas City
2012,1,"5,125",45,"5,170",Kansas City
2012,2,"4,797",43,"4,840",Kansas City
2012,3,"5,414",45,"5,459",Kansas City
2012,4,"5,166",40,"5,206",Kansas City
2012,5,"5,246",30,"5,276",Kansas City
2012,6,"5,197",34,"5,231",Kansas City
2012,7,"5,308",34,"5,342",Kansas City
2012,8,"5,259",33,"5,292",Kansas City
2012,9,"4,763",30,"4,793",Kansas City
2012,10,"5,041",34,"5,075",Kansas City
2012,11,"4,859",37,"4,896",Kansas City
2012,12,"4,740",34,"4,774",Kansas City
2012,TOTAL,"60,915",439,"61,354",Kansas City
2013,1,"4,709",40,"4,749",Kansas City
2013,2,"4,028",43,"4,071",Kansas City
2013,3,"4,993",56,"5,049",Kansas City
2013,4,"4,980",47,"5,027",Kansas City
2013,5,"5,282",34,"5,316",Kansas City
2013,6,"5,208",34,"5,242",Kansas City
2013,7,"5,327",35,"5,362",Kansas City
2013,8,"5,158",32,"5,190",Kansas City
2013,9,"4,819",30,"4,849",Kansas City
2013,10,"5,092",34,"5,126",Kansas City
2013,11,"4,730",37,"4,767",Kansas City
2013,12,"4,757",45,"4,802",Kansas City
2013,TOTAL,"59,083",467,"59,550",Kansas City
2014,1,"4,410",48,"4,458",Kansas City
2014,2,"3,964",48,"4,012",Kansas City
2014,3,"4,775",56,"4,831",Kansas City
2014,4,"4,737",49,"4,786",Kansas City
2014,5,"4,875",36,"4,911",Kansas City
2014,6,"5,032",34,"5,066",Kansas City
2014,7,"5,213",36,"5,249",Kansas City
2014,8,"5,053",32,"5,085",Kansas City
2014,9,"4,722",30,"4,752",Kansas City
2014,10,"4,942",34,"4,976",Kansas City
2014,11,"4,531",33,"4,564",Kansas City
2014,12,"4,578",39,"4,617",Kansas City
2014,TOTAL,"56,832",475,"57,307",Kansas City
2015,1,"4,228",54,"4,282",Kansas City
2015,2,"3,707",47,"3,754",Kansas City
2015,3,"4,533",51,"4,584",Kansas City
2015,4,"4,531",47,"4,578",Kansas City
2015,5,"4,668",35,"4,703",Kansas City
2015,6,"4,650",38,"4,688",Kansas City
2015,7,"4,804",40,"4,844",Kansas City
2015,8,"4,655",34,"4,689",Kansas City
2015,9,"4,317",30,"4,347",Kansas City
2015,10,"4,493",32,"4,525",Kansas City
2015,11,"4,420",32,"4,452",Kansas City
2015,12,"4,349",32,"4,381",Kansas City
2015,TOTAL,"53,355",472,"53,827",Kansas City
2016,1,"4,153",29,"4,182",Kansas City
2016,2,"3,904",29,"3,933",Kansas City
2016,3,"4,543",32,"4,575",Kansas City
2016,4,"4,443",35,"4,478",Kansas City
2016,5,"4,740",45,"4,785",Kansas City
2016,6,"4,822",69,"4,891",Kansas City
2016,7,"4,914",73,"4,987",Kansas City
2016,8,"4,838",68,"4,906",Kansas City
2016,9,"4,534",59,"4,593",Kansas City
2016,10,"4,707",58,"4,765",Kansas City
2016,11,"4,537",51,"4,588",Kansas City
2016,12,"4,549",42,"4,591",Kansas City
2016,TOTAL,"54,684",590,"55,274",Kansas City
2017,1,"4,324",55,"4,379",Kansas City
2017,2,"3,971",49,"4,020",Kansas City
2017,3,"4,758",56,"4,814",Kansas City
2017,4,"4,554",54,"4,608",Kansas City
2017,5,"4,867",37,"4,904",Kansas City
2017,6,"4,906",41,"4,947",Kansas City
2017,7,"4,953",46,"4,999",Kansas City
2017,8,"4,877",40,"4,917",Kansas City
2017,9,"4,401",30,"4,431",Kansas City
2017,10,"4,713",36,"4,749",Kansas City
2017,11,"4,411",56,"4,467",Kansas City
2017,12,"4,425",74,"4,499",Kansas City
2017,TOTAL,"55,160",574,"55,734",Kansas City
2018,1,"4,477",83,"4,560",Kansas City
2018,2,"4,011",78,"4,089",Kansas City
2018,3,"4,834",90,"4,924",Kansas City
2018,4,"4,686",66,"4,752",Kansas City
2018,5,"4,923",42,"4,965",Kansas City
2018,6,"4,992",53,"5,045",Kansas City
2018,7,"5,073",51,"5,124",Kansas City
2018,8,"5,077",49,"5,126",Kansas City
2018,9,"4,627",43,"4,670",Kansas City
2018,10,"5,000",32,"5,032",Kansas City
2018,11,"4,485",34,"4,519",Kansas City
2018,12,"4,665",42,"4,707",Kansas City
2018,TOTAL,"56,850",663,"57,513",Kansas City
2019,1,"4,391",48,"4,439",Kansas City
2019,2,"3,972",41,"4,013",Kansas City
2019,3,"4,756",49,"4,805",Kansas City
2019,4,"4,569",46,"4,615",Kansas City
2019,5,"4,763",40,"4,803",Kansas City
2019,6,"4,760",52,"4,812",Kansas City
2019,7,"4,890",53,"4,943",Kansas City
2019,8,"4,845",79,"4,924",Kansas City
2019,9,"4,594",39,"4,633",Kansas City
2019,10,"4,794",31,"4,825",Kansas City
2019,11,"4,321",29,"4,350",Kansas City
2019,12,"4,385",9,"4,394",Kansas City
2019,TOTAL,"55,040",516,"55,556",Kansas City
2020,1,"4,158",17,"4,175",Kansas City
2020,2,"4,012",17,"4,029",Kansas City
2020,3,"3,925",13,"3,938",Kansas City
2020,4,"1,426",0,"1,426",Kansas City
2020,5,"1,367",0,"1,367",Kansas City
2020,6,"1,792",0,"1,792",Kansas City
2020,7,"2,504",0,"2,504",Kansas City
2020,8,"2,661",0,"2,661",Kansas City
2020,9,"2,129",0,"2,129",Kansas City
2020,10,"2,212",1,"2,213",Kansas City
2020,11,"2,364",0,"2,364",Kansas City
2020,12,"2,236",2,"2,238",Kansas City
2020,TOTAL,"30,786",50,"30,836",Kansas City
2021,1,"2,112",5,"2,117",Kansas City
2021,2,"1,827",13,"1,840",Kansas City
2021,3,"2,616",17,"2,633",Kansas City
2021,4,"2,645",5,"2,650",Kansas City
2021,5,"3,018",3,"3,021",Kansas City
2021,6,"3,506",8,"3,514",Kansas City
2021,7,"3,737",8,"3,745",Kansas City
2021,8,"3,690",4,"3,694",Kansas City
2021,9,"3,533",0,"3,533",Kansas City
2021,10,"3,667",0,"3,667",Kansas City
2021,11,"3,625",12,"3,637",Kansas City
2021,12,"3,470",15,"3,485",Kansas City
2021,TOTAL,"37,446",90,"37,536",Kansas City
2022,1,"3,243",23,"3,266",Kansas City
2022,2,"3,060",19,"3,079",Kansas City
2022,3,"3,547",22,"3,569",Kansas City
2022,4,"3,485",17,"3,502",Kansas City
2022,5,"3,770",7,"3,777",Kansas City
2022,6,"3,822",35,"3,857",Kansas City
2022,7,"3,896",35,"3,931",Kansas City
2022,8,"3,909",35,"3,944",Kansas City
2022,9,"3,818",34,"3,852",Kansas City
2022,10,"3,986",28,"4,014",Kansas City
2022,11,"3,746",17,"3,763",Kansas City
2022,12,"3,461",28,"3,489",Kansas City
2022,TOTAL,"43,743",300,"44,043",Kansas City
2023,1,"3,675",30,"3,705",Kansas City
2023,2,"3,440",27,"3,467",Kansas City
2023,3,"4,039",30,"4,069",Kansas City
2023,4,"3,952",28,"3,980",Kansas City
2023,5,"4,171",25,"4,196",Kansas City
2023,6,"4,262",37,"4,299",Kansas City
2023,7,"4,528",52,"4,580",Kansas City
2023,TOTAL,"28,067",229,"28,296",Kansas City
2002,10,"6,073",47,"6,120",Oakland
2002,11,"5,803",44,"5,847",Oakland
2002,12,"5,992",47,"6,039",Oakland
2002,TOTAL,"66,268",445,"66,713",Oakland
2003,1,"5,932",50,"5,982",Oakland
2003,2,"5,075",40,"5,115",Oakland
2003,3,"5,529",44,"5,573",Oakland
2003,4,"5,428",45,"5,473",Oakland
2003,5,"5,629",63,"5,692",Oakland
2003,6,"5,670",73,"5,743",Oakland
2003,7,"5,963",67,"6,030",Oakland
2003,8,"5,948",74,"6,022",Oakland
2003,9,"5,665",67,"5,732",Oakland
2003,10,"5,892",72,"5,964",Oakland
2003,11,"5,619",76,"5,695",Oakland
2003,12,"5,907",81,"5,988",Oakland
2003,TOTAL,"68,257",752,"69,009",Oakland
2004,1,"5,866",84,"5,950",Oakland
2004,2,"5,613",78,"5,691",Oakland
2004,3,"6,058",84,"6,142",Oakland
2004,4,"5,875",82,"5,957",Oakland
2004,5,"6,145",84,"6,229",Oakland
2004,6,"6,131",81,"6,212",Oakland
2004,7,"6,346",79,"6,425",Oakland
2004,8,"6,348",80,"6,428",Oakland
2004,9,"5,994",78,"6,072",Oakland
2004,10,"6,190",78,"6,268",Oakland
2004,11,"5,970",77,"6,047",Oakland
2004,12,"6,239",82,"6,321",Oakland
2004,TOTAL,"72,775",967,"73,742",Oakland
2005,1,"6,098",90,"6,188",Oakland
2005,2,"5,503",81,"5,584",Oakland
2005,3,"6,170",80,"6,250",Oakland
2005,4,"5,954",82,"6,036",Oakland
2005,5,"6,190",84,"6,274",Oakland
2005,6,"6,196",81,"6,277",Oakland
2005,7,"6,373",85,"6,458",Oakland
2005,8,"6,420",83,"6,503",Oakland
2005,9,"6,016",106,"6,122",Oakland
2005,10,"6,159",96,"6,255",Oakland
2005,11,"5,858",89,"5,947",Oakland
2005,12,"6,133",104,"6,237",Oakland
2005,TOTAL,"73,070","1,061","74,131",Oakland
2006,1,"6,032",88,"6,120",Oakland
2006,2,"5,533",73,"5,606",Oakland
2006,3,"6,186",78,"6,264",Oakland
2006,4,"5,991",74,"6,065",Oakland
2006,5,"6,407",74,"6,481",Oakland
2006,6,"6,392",64,"6,456",Oakland
2006,7,"6,575",96,"6,671",Oakland
2006,8,"6,687",95,"6,782",Oakland
2006,9,"6,223",74,"6,297",Oakland
2006,10,"6,450",83,"6,533",Oakland
2006,11,"6,151",71,"6,222",Oakland
2006,12,"6,303",77,"6,380",Oakland
2006,TOTAL,"74,930",947,"75,877",Oakland
2007,1,"6,356",71,"6,427",Oakland
2007,2,"5,750",65,"5,815",Oakland
2007,3,"6,450",70,"6,520",Oakland
2007,4,"6,300",72,"6,372",Oakland
2007,5,"6,466",73,"6,539",Oakland
2007,6,"6,355",74,"6,429",Oakland
2007,7,"6,777",75,"6,852",Oakland
2007,8,"6,868",75,"6,943",Oakland
2007,9,"6,437",69,"6,506",Oakland
2007,10,"6,608",68,"6,676",Oakland
2007,11,"6,331",74,"6,405",Oakland
2007,12,"6,374",82,"6,456",Oakland
2007,TOTAL,"77,072",868,"77,940",Oakland
2008,1,"6,256",70,"6,326",Oakland
2008,2,"5,720",70,"5,790",Oakland
2008,3,"6,105",76,"6,181",Oakland
2008,4,"5,604",75,"5,679",Oakland
2008,5,"5,582",80,"5,662",Oakland
2008,6,"5,493",77,"5,570",Oakland
2008,7,"5,574",100,"5,674",Oakland
2008,8,"5,499",99,"5,598",Oakland
2008,9,"4,944",31,"4,975",Oakland
2008,10,"5,097",31,"5,128",Oakland
2008,11,"4,502",29,"4,531",Oakland
2008,12,"4,486",53,"4,539",Oakland
2008,TOTAL,"64,862",791,"65,653",Oakland
2009,1,"4,304",35,"4,339",Oakland
2009,2,"3,884",23,"3,907",Oakland
2009,3,"4,375",23,"4,398",Oakland
2009,4,"4,272",35,"4,307",Oakland
2009,5,"4,406",31,"4,437",Oakland
2009,6,"4,373",39,"4,412",Oakland
2009,7,"4,525",80,"4,605",Oakland
2009,8,"4,415",102,"4,517",Oakland
2009,9,"4,111",103,"4,214",Oakland
2009,10,"4,259",125,"4,384",Oakland
2009,11,"4,055",117,"4,172",Oakland
2009,12,"4,197",157,"4,354",Oakland
2009,TOTAL,"51,176",870,"52,046",Oakland
2010,1,"4,116",155,"4,271",Oakland
2010,2,"3,674",114,"3,788",Oakland
2010,3,"4,107",115,"4,222",Oakland
2010,4,"4,020",75,"4,095",Oakland
2010,5,"4,125",61,"4,186",Oakland
2010,6,"4,174",86,"4,260",Oakland
2010,7,"4,287",90,"4,377",Oakland
2010,8,"4,261",68,"4,329",Oakland
2010,9,"3,907",58,"3,965",Oakland
2010,10,"4,001",62,"4,063",Oakland
2010,11,"3,800",60,"3,860",Oakland
2010,12,"3,912",63,"3,975",Oakland
2010,TOTAL,"48,384","1,007","49,391",Oakland
2011,1,"3,761",62,"3,823",Oakland
2011,2,"3,429",63,"3,492",Oakland
2011,3,"3,861",61,"3,922",Oakland
2011,4,"3,719",60,"3,779",Oakland
2011,5,"3,929",87,"4,016",Oakland
2011,6,"3,956",90,"4,046",Oakland
2011,7,"4,051",85,"4,136",Oakland
2011,8,"4,242",84,"4,326",Oakland
2011,9,"3,992",69,"4,061",Oakland
2011,10,"4,155",67,"4,222",Oakland
2011,11,"3,981",45,"4,026",Oakland
2011,12,"4,099",82,"4,181",Oakland
2011,TOTAL,"47,175",855,"48,030",Oakland
2012,1,"3,818",71,"3,889",Oakland
2012,2,"3,665",14,"3,679",Oakland
2012,3,"4,109",44,"4,153",Oakland
2012,4,"4,058",42,"4,100",Oakland
2012,5,"4,264",31,"4,295",Oakland
2012,6,"4,260",41,"4,301",Oakland
2012,7,"4,469",72,"4,541",Oakland
2012,8,"4,400",66,"4,466",Oakland
2012,9,"4,013",51,"4,064",Oakland
2012,10,"4,115",45,"4,160",Oakland
2012,11,"3,886",38,"3,924",Oakland
2012,12,"3,922",66,"3,988",Oakland
2012,TOTAL,"48,979",581,"49,560",Oakland
2013,1,"3,761",60,"3,821",Oakland
2013,2,"3,428",36,"3,464",Oakland
2013,3,"3,903",47,"3,950",Oakland
2013,4,"3,874",44,"3,918",Oakland
2013,5,"4,023",41,"4,064",Oakland
2013,6,"4,057",50,"4,107",Oakland
2013,7,"4,300",84,"4,384",Oakland
2013,8,"4,180",71,"4,251",Oakland
2013,9,"3,927",39,"3,966",Oakland
2013,10,"3,892",51,"3,943",Oakland
2013,11,"3,704",47,"3,751",Oakland
2013,12,"3,838",70,"3,908",Oakland
2013,TOTAL,"46,887",640,"47,527",Oakland
2014,1,"3,578",56,"3,634",Oakland
2014,2,"3,287",29,"3,316",Oakland
2014,3,"3,710",32,"3,742",Oakland
2014,4,"3,711",44,"3,755",Oakland
2014,5,"3,903",42,"3,945",Oakland
2014,6,"4,086",60,"4,146",Oakland
2014,7,"4,272",95,"4,367",Oakland
2014,8,"4,190",91,"4,281",Oakland
2014,9,"3,932",53,"3,985",Oakland
2014,10,"4,025",51,"4,076",Oakland
2014,11,"3,812",52,"3,864",Oakland
2014,12,"3,966",89,"4,055",Oakland
2014,TOTAL,"46,472",694,"47,166",Oakland
2015,1,"3,801",80,"3,881",Oakland
2015,2,"3,390",48,"3,438",Oakland
2015,3,"3,909",69,"3,978",Oakland
2015,4,"3,925",87,"4,012",Oakland
2015,5,"4,069",74,"4,143",Oakland
2015,6,"4,191",82,"4,273",Oakland
2015,7,"4,398",123,"4,521",Oakland
2015,8,"4,311",114,"4,425",Oakland
2015,9,"4,014",74,"4,088",Oakland
2015,10,"4,217",76,"4,293",Oakland
2015,11,"4,116",73,"4,189",Oakland
2015,12,"4,284",100,"4,384",Oakland
2015,TOTAL,"48,625","1,000","49,625",Oakland
2016,1,"4,023",89,"4,112",Oakland
2016,2,"3,731",66,"3,797",Oakland
2016,3,"4,167",82,"4,249",Oakland
2016,4,"4,065",85,"4,150",Oakland
2016,5,"4,244",91,"4,335",Oakland
2016,6,"4,603",119,"4,722",Oakland
2016,7,"4,682",94,"4,776",Oakland
2016,8,"4,729",83,"4,812",Oakland
2016,9,"4,414",68,"4,482",Oakland
2016,10,"4,619",90,"4,709",Oakland
2016,11,"4,360",83,"4,443",Oakland
2016,12,"4,433",110,"4,543",Oakland
2016,TOTAL,"52,070","1,060","53,130",Oakland
2017,1,"4,221",117,"4,338",Oakland
2017,2,"3,780",114,"3,894",Oakland
2017,3,"4,344",144,"4,488",Oakland
2017,4,"4,210",198,"4,408",Oakland
2017,5,"4,680",187,"4,867",Oakland
2017,6,"4,753",199,"4,952",Oakland
2017,7,"4,791",232,"5,023",Oakland
2017,8,"4,850",223,"5,073",Oakland
2017,9,"4,497",174,"4,671",Oakland
2017,10,"4,664",196,"4,860",Oakland
2017,11,"4,571",168,"4,739",Oakland
2017,12,"4,557",181,"4,738",Oakland
2017,TOTAL,"53,918","2,133","56,051",Oakland
2018,1,"4,377",174,"4,551",Oakland
2018,2,"3,801",160,"3,961",Oakland
2018,3,"4,339",195,"4,534",Oakland
2018,4,"4,519",243,"4,762",Oakland
2018,5,"4,747",246,"4,993",Oakland
2018,6,"4,821",238,"5,059",Oakland
2018,7,"5,225",275,"5,500",Oakland
2018,8,"5,319",252,"5,571",Oakland
2018,9,"4,631",214,"4,845",Oakland
2018,10,"4,841",216,"5,057",Oakland
2018,11,"4,481",146,"4,627",Oakland
2018,12,"4,549",159,"4,708",Oakland
2018,TOTAL,"55,650","2,518","58,168",Oakland
2019,1,"4,414",146,"4,560",Oakland
2019,2,"3,795",128,"3,923",Oakland
2019,3,"4,421",144,"4,565",Oakland
2019,4,"4,441",206,"4,647",Oakland
2019,5,"4,706",205,"4,911",Oakland
2019,6,"4,713",189,"4,902",Oakland
2019,7,"4,901",199,"5,100",Oakland
2019,8,"4,837",196,"5,033",Oakland
2019,9,"4,575",168,"4,743",Oakland
2019,10,"4,664",187,"4,851",Oakland
2019,11,"4,382",130,"4,512",Oakland
2019,12,"4,577",153,"4,730",Oakland
2019,TOTAL,"54,426","2,051","56,477",Oakland
2020,1,"4,189",99,"4,288",Oakland
2020,2,"3,871",82,"3,953",Oakland
2020,3,"3,560",87,"3,647",Oakland
2020,4,"1,309",17,"1,326",Oakland
2020,5,"1,242",18,"1,260",Oakland
2020,6,"1,890",34,"1,924",Oakland
2020,7,"2,663",57,"2,720",Oakland
2020,8,"2,384",83,"2,467",Oakland
2020,9,"2,038",71,"2,109",Oakland
2020,10,"2,119",75,"2,194",Oakland
2020,11,"2,243",83,"2,326",Oakland
2020,12,"2,278",93,"2,371",Oakland
2020,TOTAL,"29,786",799,"30,585",Oakland
2021,1,"2,134",84,"2,218",Oakland
2021,2,"1,903",56,"1,959",Oakland
2021,3,"2,598",57,"2,655",Oakland
2021,4,"2,599",80,"2,679",Oakland
2021,5,"2,903",93,"2,996",Oakland
2021,6,"3,150",92,"3,242",Oakland
2021,7,"3,308",93,"3,401",Oakland
2021,8,"3,331",96,"3,427",Oakland
2021,9,"3,362",91,"3,453",Oakland
2021,10,"3,399",94,"3,493",Oakland
2021,11,"3,277",92,"3,369",Oakland
2021,12,"3,258",116,"3,374",Oakland
2021,TOTAL,"35,222","1,044","36,266",Oakland
2022,1,"3,261",107,"3,368",Oakland
2022,2,"3,171",88,"3,259",Oakland
2022,3,"3,469",93,"3,562",Oakland
2022,4,"3,711",96,"3,807",Oakland
2022,5,"3,992",96,"4,088",Oakland
2022,6,"4,364",101,"4,465",Oakland
2022,7,"4,539",115,"4,654",Oakland
2022,8,"4,556",118,"4,674",Oakland
2022,9,"4,183",104,"4,287",Oakland
2022,10,"4,276",107,"4,383",Oakland
2022,11,"3,976",114,"4,090",Oakland
2022,12,"3,628",119,"3,747",Oakland
2022,TOTAL,"47,126","1,258","48,384",Oakland
2023,1,"3,793",120,"3,913",Oakland
2023,2,"3,366",108,"3,474",Oakland
2023,3,"3,764",122,"3,886",Oakland
2023,4,"3,787",132,"3,919",Oakland
2023,5,"4,140",138,"4,278",Oakland
2023,6,"3,935",139,"4,074",Oakland
2023,7,"4,117",148,"4,265",Oakland
2023,TOTAL,"26,902",907,"27,809",Oakland
2002,10,"815,489","92,565","908,054",Sacramento
2002,11,"766,775","91,342","858,117",Sacramento
2002,12,"782,175","96,881","879,056",Sacramento
2002,TOTAL,"8,085,083","1,023,994","9,109,077",Sacramento
2003,1,"785,651","98,053","883,704",Sacramento
2003,2,"690,750","85,965","776,715",Sacramento
2003,3,"797,634","97,929","895,563",Sacramento
2003,4,"766,639","89,398","856,037",Sacramento
2003,5,"789,857","87,671","877,528",Sacramento
2003,6,"798,841","95,435","894,276",Sacramento
2003,7,"832,075","102,795","934,870",Sacramento
2003,8,"831,185","102,145","933,330",Sacramento
2003,9,"782,264","90,681","872,945",Sacramento
2003,10,"818,777","91,820","910,597",Sacramento
2003,11,"766,266","91,004","857,270",Sacramento
2003,12,"798,879","97,094","895,973",Sacramento
2003,TOTAL,"9,458,818","1,129,990","10,588,808",Sacramento
2004,1,"787,719","98,671","886,390",Sacramento
2004,2,"762,038","92,915","854,953",Sacramento
2004,3,"834,912","101,541","936,453",Sacramento
2004,4,"818,293","100,027","918,320",Sacramento
2004,5,"833,861","102,602","936,463",Sacramento
2004,6,"837,451","104,769","942,220",Sacramento
2004,7,"871,526","113,956","985,482",Sacramento
2004,8,"883,458","112,497","995,955",Sacramento
2004,9,"819,715","96,493","916,208",Sacramento
2004,10,"861,739","97,757","959,496",Sacramento
2004,11,"820,586","96,169","916,755",Sacramento
2004,12,"836,749","103,282","940,031",Sacramento
2004,TOTAL,"9,968,047","1,220,679","11,188,726",Sacramento
2005,1,"807,817","104,435","912,252",Sacramento
2005,2,"761,366","94,597","855,963",Sacramento
2005,3,"867,055","108,324","975,379",Sacramento
2005,4,"838,535","105,103","943,638",Sacramento
2005,5,"873,425","108,663","982,088",Sacramento
2005,6,"863,921","110,219","974,140",Sacramento
2005,7,"887,493","118,188","1,005,681",Sacramento
2005,8,"891,350","116,031","1,007,381",Sacramento
2005,9,"815,316","101,031","916,347",Sacramento
2005,10,"831,717","99,765","931,482",Sacramento
2005,11,"797,856","96,426","894,282",Sacramento
2005,12,"802,522","104,899","907,421",Sacramento
2005,TOTAL,"10,038,373","1,267,681","11,306,054",Sacramento
2006,1,"785,817","106,320","892,137",Sacramento
2006,2,"716,229","96,254","812,483",Sacramento
2006,3,"824,241","110,615","934,856",Sacramento
2006,4,"794,799","107,878","902,677",Sacramento
2006,5,"824,452","108,911","933,363",Sacramento
2006,6,"820,712","111,788","932,500",Sacramento
2006,7,"852,500","119,813","972,313",Sacramento
2006,8,"866,941","118,451","985,392",Sacramento
2006,9,"800,175","104,855","905,030",Sacramento
2006,10,"828,582","103,471","932,053",Sacramento
2006,11,"792,846","100,564","893,410",Sacramento
2006,12,"805,456","110,289","915,745",Sacramento
2006,TOTAL,"9,712,750","1,299,209","11,011,959",Sacramento
2007,1,"804,290","110,453","914,743",Sacramento
2007,2,"724,968","99,896","824,864",Sacramento
2007,3,"830,718","114,004","944,722",Sacramento
2007,4,"809,999","110,511","920,510",Sacramento
2007,5,"844,412","111,809","956,221",Sacramento
2007,6,"832,520","114,555","947,075",Sacramento
2007,7,"864,001","122,527","986,528",Sacramento
2007,8,"872,656","121,949","994,605",Sacramento
2007,9,"805,360","106,044","911,404",Sacramento
2007,10,"841,460","106,443","947,903",Sacramento
2007,11,"804,957","104,662","909,619",Sacramento
2007,12,"804,237","113,110","917,347",Sacramento
2007,TOTAL,"9,839,578","1,335,963","11,175,541",Sacramento
2008,1,"793,595","113,045","906,640",Sacramento
2008,2,"746,895","106,644","853,539",Sacramento
2008,3,"817,736","117,470","935,206",Sacramento
2008,4,"799,847","113,495","913,342",Sacramento
2008,5,"820,332","114,686","935,018",Sacramento
2008,6,"816,138","116,272","932,410",Sacramento
2008,7,"844,962","122,974","967,936",Sacramento
2008,8,"823,729","121,976","945,705",Sacramento
2008,9,"728,544","101,441","829,985",Sacramento
2008,10,"758,740","102,984","861,724",Sacramento
2008,11,"707,430","100,507","807,937",Sacramento
2008,12,"720,279","107,283","827,562",Sacramento
2008,TOTAL,"9,378,227","1,338,777","10,717,004",Sacramento
2009,1,"710,155","109,016","819,171",Sacramento
2009,2,"660,098","98,596","758,694",Sacramento
2009,3,"747,568","111,898","859,466",Sacramento
2009,4,"729,067","108,439","837,506",Sacramento
2009,5,"749,196","99,434","848,630",Sacramento
2009,6,"760,357","106,627","866,984",Sacramento
2009,7,"794,188","115,443","909,631",Sacramento
2009,8,"781,510","113,768","895,278",Sacramento
2009,9,"709,954","97,400","807,354",Sacramento
2009,10,"726,799","98,788","825,587",Sacramento
2009,11,"694,945","97,589","792,534",Sacramento
2009,12,"705,101","106,367","811,468",Sacramento
2009,TOTAL,"8,768,938","1,263,365","10,032,303",Sacramento
2010,1,"695,109","108,804","803,913",Sacramento
2010,2,"623,211","96,264","719,475",Sacramento
2010,3,"740,135","111,927","852,062",Sacramento
2010,4,"722,797","106,640","829,437",Sacramento
2010,5,"741,802","110,374","852,176",Sacramento
2010,6,"751,554","113,690","865,244",Sacramento
2010,7,"782,645","122,866","905,511",Sacramento
2010,8,"781,584","117,795","899,379",Sacramento
2010,9,"718,801","100,656","819,457",Sacramento
2010,10,"737,409","103,417","840,826",Sacramento
2010,11,"704,530","98,623","803,153",Sacramento
2010,12,"702,788","106,912","809,700",Sacramento
2010,TOTAL,"8,702,365","1,297,968","10,000,333",Sacramento
2011,1,"681,361","109,621","790,982",Sacramento
2011,2,"625,691","98,560","724,251",Sacramento
2011,3,"754,851","114,192","869,043",Sacramento
2011,4,"720,272","110,620","830,892",Sacramento
2011,5,"743,929","109,856","853,785",Sacramento
2011,6,"756,838","112,313","869,151",Sacramento
2011,7,"783,938","122,315","906,253",Sacramento
2011,8,"768,089","116,831","884,920",Sacramento
