Year,Quarter,Current_US_Avg,Infl_Adj_US_Avg,Current_City_Avg,Infl_Adj_City_Avg,City
2015,1,390.13,505.33,365.95,474.01,Seattle
2015,2,388.86,497.69,374.29,479.04,Seattle
2015,3,374.11,477.55,360.67,460.40,Seattle
2015,4,365.39,468.53,367.24,470.91,Seattle
2016,1,359.47,460.64,337.83,432.91,Seattle
2016,2,355.24,449.95,335.11,424.46,Seattle
2016,3,349.11,440.72,319.90,403.85,Seattle
2016,4,346.72,436.73,338.79,426.74,Seattle
2017,1,349.44,436.70,326.09,407.52,Seattle
2017,2,355.87,442.34,345.07,428.91,Seattle
2017,3,335.83,415.77,323.72,400.78,Seattle
2017,4,347.33,428.43,345.36,425.99,Seattle
2018,1,346.49,423.63,331.84,405.73,Seattle
2018,2,349.12,422.32,339.07,410.16,Seattle
2018,3,343.28,414.07,327.17,394.63,Seattle
2018,4,359.30,433.63,350.95,423.56,Seattle
2019,1,350.12,421.15,326.82,393.12,Seattle
2019,2,357.07,424.42,340.03,404.16,Seattle
2019,3,345.09,409.06,328.27,389.13,Seattle
2019,4,356.51,421.70,350.05,414.05,Seattle
2020,1,336.00,395.78,307.52,362.23,Seattle
2020,2,259.12,306.88,270.70,320.59,Seattle
2020,3,244.71,286.57,254.62,298.18,Seattle
2020,4,260.67,304.56,285.10,333.10,Seattle
2021,1,260.20,300.78,256.23,296.19,Seattle
2021,2,299.79,338.62,293.09,331.05,Seattle
2021,3,314.07,349.17,306.79,341.06,Seattle
2021,4,327.14,358.25,346.53,379.49,Seattle
2022,1,328.49,351.71,338.22,362.12,Seattle
2022,2,397.16,412.94,437.21,454.59,Seattle
2022,3,382.54,392.58,425.40,436.57,Seattle
2022,4,393.85,402.71,419.85,429.29,Seattle
2023,1,381.55,386.10,378.83,383.34,Seattle
2023,2,391.79,391.79,409.93,409.93,Seattle
