Year,Month,DOMESTIC,INTERNATIONAL,TOTAL,City
2002,10,"33,127","1,755","34,882",Atlanta
2002,11,"31,504","1,735","33,239",Atlanta
2002,12,"32,371","1,753","34,124",Atlanta
2002,TOTAL,"3,87,938","20,177","4,08,115",Atlanta
2003,1,"33,041","1,760","34,801",Atlanta
2003,2,"29,104","1,517","30,621",Atlanta
2003,3,"33,096","1,708","34,804",Atlanta
2003,4,"31,552","1,651","33,203",Atlanta
2003,5,"32,354","1,639","33,993",Atlanta
2003,6,"33,042","1,689","34,731",Atlanta
2003,7,"34,162","1,760","35,922",Atlanta
2003,8,"35,072","1,822","36,894",Atlanta
2003,9,"34,141","1,742","35,883",Atlanta
2003,10,"35,920","1,791","37,711",Atlanta
2003,11,"34,342","1,737","36,079",Atlanta
2003,12,"35,569","1,841","37,410",Atlanta
2003,TOTAL,"4,01,395","20,657","4,22,052",Atlanta
2004,1,"35,511","1,798","37,309",Atlanta
2004,2,"33,737","1,659","35,396",Atlanta
2004,3,"37,112","1,775","38,887",Atlanta
2004,4,"35,983","1,831","37,814",Atlanta
2004,5,"36,776","1,939","38,715",Atlanta
2004,6,"35,916","1,928","37,844",Atlanta
2004,7,"36,990","1,994","38,984",Atlanta
2004,8,"37,301","1,988","39,289",Atlanta
2004,9,"33,878","1,788","35,666",Atlanta
2004,10,"36,579","1,862","38,441",Atlanta
2004,11,"34,792","1,787","36,579",Atlanta
2004,12,"35,741","1,972","37,713",Atlanta
2004,TOTAL,"4,30,316","22,321","4,52,637",Atlanta
2005,1,"34,181","1,967","36,148",Atlanta
2005,2,"34,051","1,745","35,796",Atlanta
2005,3,"38,110","2,011","40,121",Atlanta
2005,4,"37,464","1,917","39,381",Atlanta
2005,5,"39,384","2,033","41,417",Atlanta
2005,6,"37,606","1,991","39,597",Atlanta
2005,7,"37,835","2,053","39,888",Atlanta
2005,8,"37,898","2,046","39,944",Atlanta
2005,9,"33,803","1,924","35,727",Atlanta
2005,10,"35,682","1,925","37,607",Atlanta
2005,11,"34,137","1,848","35,985",Atlanta
2005,12,"34,671","2,186","36,857",Atlanta
2005,TOTAL,"4,34,822","23,646","4,58,468",Atlanta
2006,1,"34,189","2,155","36,344",Atlanta
2006,2,"31,272","1,917","33,189",Atlanta
2006,3,"36,212","2,337","38,549",Atlanta
2006,4,"34,812","2,323","37,135",Atlanta
2006,5,"35,713","2,399","38,112",Atlanta
2006,6,"36,006","2,648","38,654",Atlanta
2006,7,"37,896","2,876","40,772",Atlanta
2006,8,"38,525","2,780","41,305",Atlanta
2006,9,"35,393","2,327","37,720",Atlanta
2006,10,"37,691","2,343","40,034",Atlanta
2006,11,"36,642","2,317","38,959",Atlanta
2006,12,"35,958","2,615","38,573",Atlanta
2006,TOTAL,"4,30,309","29,037","4,59,346",Atlanta
2007,1,"34,841","2,621","37,462",Atlanta
2007,2,"31,754","2,370","34,124",Atlanta
2007,3,"36,141","2,709","38,850",Atlanta
2007,4,"35,188","2,565","37,753",Atlanta
2007,5,"36,619","2,592","39,211",Atlanta
2007,6,"37,697","2,927","40,624",Atlanta
2007,7,"38,798","3,095","41,893",Atlanta
2007,8,"38,887","2,927","41,814",Atlanta
2007,9,"35,659","2,339","37,998",Atlanta
2007,10,"38,352","2,353","40,705",Atlanta
2007,11,"36,810","2,354","39,164",Atlanta
2007,12,"36,415","2,586","39,001",Atlanta
2007,TOTAL,"4,37,161","31,438","4,68,599",Atlanta
2008,1,"35,115","2,543","37,658",Atlanta
2008,2,"33,997","2,433","36,430",Atlanta
2008,3,"37,280","2,767","40,047",Atlanta
2008,4,"36,201","2,541","38,742",Atlanta
2008,5,"36,344","2,633","38,977",Atlanta
2008,6,"36,897","2,887","39,784",Atlanta
2008,7,"37,595","3,080","40,675",Atlanta
2008,8,"37,202","2,841","40,043",Atlanta
2008,9,"34,762","2,153","36,915",Atlanta
2008,10,"36,948","2,190","39,138",Atlanta
2008,11,"35,821","2,201","38,022",Atlanta
2008,12,"35,628","2,531","38,159",Atlanta
2008,TOTAL,"4,33,790","30,800","4,64,590",Atlanta
2009,1,"34,738","2,558","37,296",Atlanta
2009,2,"32,247","2,215","34,462",Atlanta
2009,3,"36,408","2,520","38,928",Atlanta
2009,4,"35,948","2,452","38,400",Atlanta
2009,5,"36,892","2,412","39,304",Atlanta
2009,6,"37,781","2,657","40,438",Atlanta
2009,7,"39,930","2,790","42,720",Atlanta
2009,8,"39,236","2,549","41,785",Atlanta
2009,9,"35,555","1,980","37,535",Atlanta
2009,10,"37,339","2,008","39,347",Atlanta
2009,11,"35,367","2,000","37,367",Atlanta
2009,12,"35,210","2,439","37,649",Atlanta
2009,TOTAL,"4,36,651","28,580","4,65,231",Atlanta
2010,1,"34,414","2,425","36,839",Atlanta
2010,2,"30,638","2,254","32,892",Atlanta
2010,3,"36,263","2,659","38,922",Atlanta
2010,4,"35,877","2,431","38,308",Atlanta
2010,5,"36,586","2,496","39,082",Atlanta
2010,6,"36,569","2,753","39,322",Atlanta
2010,7,"37,514","2,979","40,493",Atlanta
2010,8,"37,653","2,731","40,384",Atlanta
2010,9,"35,174","2,117","37,291",Atlanta
2010,10,"36,216","2,185","38,401",Atlanta
2010,11,"34,473","2,102","36,575",Atlanta
2010,12,"33,974","2,392","36,366",Atlanta
2010,TOTAL,"4,25,351","29,524","4,54,875",Atlanta
2011,1,"31,716","2,480","34,196",Atlanta
2011,2,"30,417","2,387","32,804",Atlanta
2011,3,"36,069","2,829","38,898",Atlanta
2011,4,"33,920","2,504","36,424",Atlanta
2011,5,"35,706","2,464","38,170",Atlanta
2011,6,"35,439","2,708","38,147",Atlanta
2011,7,"36,535","3,014","39,549",Atlanta
2011,8,"36,117","2,740","38,857",Atlanta
2011,9,"33,817","2,216","36,033",Atlanta
2011,10,"35,301","2,294","37,595",Atlanta
2011,11,"33,486","2,148","35,634",Atlanta
2011,12,"33,284","2,461","35,745",Atlanta
2011,TOTAL,"4,11,807","30,245","4,42,052",Atlanta
2012,1,"33,311","2,525","35,836",Atlanta
2012,2,"31,847","2,426","34,273",Atlanta
2012,3,"35,827","2,759","38,586",Atlanta
2012,4,"34,678","2,534","37,212",Atlanta
2012,5,"35,834","2,618","38,452",Atlanta
2012,6,"36,097","2,738","38,835",Atlanta
2012,7,"36,696","2,823","39,519",Atlanta
2012,8,"36,626","2,618","39,244",Atlanta
2012,9,"33,628","2,222","35,850",Atlanta
2012,10,"35,132","2,277","37,409",Atlanta
2012,11,"33,219","2,141","35,360",Atlanta
2012,12,"32,933","2,451","35,384",Atlanta
2012,TOTAL,"4,15,828","30,132","4,45,960",Atlanta
2013,1,"32,995","2,391","35,386",Atlanta
2013,2,"30,015","2,237","32,252",Atlanta
2013,3,"35,309","2,652","37,961",Atlanta
2013,4,"34,263","2,579","36,842",Atlanta
2013,5,"35,164","2,660","37,824",Atlanta
2013,6,"34,847","2,786","37,633",Atlanta
2013,7,"36,020","2,897","38,917",Atlanta
2013,8,"35,947","2,678","38,625",Atlanta
2013,9,"32,943","2,216","35,159",Atlanta
2013,10,"34,612","2,323","36,935",Atlanta
2013,11,"32,289","2,377","34,666",Atlanta
2013,12,"32,496","2,661","35,157",Atlanta
2013,TOTAL,"4,06,900","30,457","4,37,357",Atlanta
2014,1,"29,911","2,670","32,581",Atlanta
2014,2,"27,067","2,412","29,479",Atlanta
2014,3,"34,009","2,956","36,965",Atlanta
2014,4,"32,427","2,769","35,196",Atlanta
2014,5,"33,258","2,929","36,187",Atlanta
2014,6,"32,541","3,119","35,660",Atlanta
2014,7,"33,351","3,290","36,641",Atlanta
2014,8,"33,011","3,116","36,127",Atlanta
2014,9,"31,613","2,547","34,160",Atlanta
2014,10,"33,022","2,523","35,545",Atlanta
2014,11,"30,567","2,556","33,123",Atlanta
2014,12,"31,216","2,803","34,019",Atlanta
2014,TOTAL,"3,81,993","33,690","4,15,683",Atlanta
2015,1,"30,408","2,881","33,289",Atlanta
2015,2,"27,328","2,510","29,838",Atlanta
2015,3,"33,593","2,878","36,471",Atlanta
2015,4,"32,311","2,789","35,100",Atlanta
2015,5,"33,278","2,775","36,053",Atlanta
2015,6,"33,301","2,913","36,214",Atlanta
2015,7,"34,522","3,075","37,597",Atlanta
2015,8,"34,528","2,995","37,523",Atlanta
2015,9,"32,249","2,432","34,681",Atlanta
2015,10,"33,602","2,466","36,068",Atlanta
2015,11,"31,920","2,417","34,337",Atlanta
2015,12,"31,977","2,722","34,699",Atlanta
2015,TOTAL,"3,89,017","32,853","4,21,870",Atlanta
2016,1,"30,853","2,865","33,718",Atlanta
2016,2,"29,923","2,635","32,558",Atlanta
2016,3,"34,165","2,883","37,048",Atlanta
2016,4,"33,301","2,843","36,144",Atlanta
2016,5,"34,300","2,871","37,171",Atlanta
2016,6,"34,149","2,906","37,055",Atlanta
2016,7,"34,680","3,099","37,779",Atlanta
2016,8,"34,423","2,911","37,334",Atlanta
2016,9,"32,387","2,450","34,837",Atlanta
2016,10,"33,532","2,497","36,029",Atlanta
2016,11,"31,944","2,311","34,255",Atlanta
2016,12,"31,604","2,774","34,378",Atlanta
2016,TOTAL,"3,95,261","33,045","4,28,306",Atlanta
2017,1,"30,595","2,858","33,453",Atlanta
2017,2,"28,530","2,532","31,062",Atlanta
2017,3,"33,458","2,886","36,344",Atlanta
2017,4,"31,184","2,841","34,025",Atlanta
2017,5,"33,983","2,926","36,909",Atlanta
2017,6,"33,901","3,083","36,984",Atlanta
2017,7,"34,450","3,234","37,684",Atlanta
2017,8,"34,379","3,058","37,437",Atlanta
2017,9,"30,063","2,450","32,513",Atlanta
2017,10,"32,752","2,554","35,306",Atlanta
2017,11,"31,014","2,377","33,391",Atlanta
2017,12,"29,821","2,698","32,519",Atlanta
2017,TOTAL,"3,84,130","33,497","4,17,627",Atlanta
2018,1,"30,058","2,834","32,892",Atlanta
2018,2,"28,195","2,509","30,704",Atlanta
2018,3,"33,656","2,921","36,577",Atlanta
2018,4,"32,839","2,763","35,602",Atlanta
2018,5,"34,014","2,932","36,946",Atlanta
2018,6,"33,919","3,015","36,934",Atlanta
2018,7,"34,826","3,152","37,978",Atlanta
2018,8,"35,188","2,963","38,151",Atlanta
2018,9,"31,520","2,469","33,989",Atlanta
2018,10,"33,283","2,479","35,762",Atlanta
2018,11,"31,385","2,329","33,714",Atlanta
2018,12,"31,485","2,647","34,132",Atlanta
2018,TOTAL,"3,90,368","33,013","4,23,381",Atlanta
2019,1,"31,046","2,725","33,771",Atlanta
2019,2,"28,229","2,468","30,697",Atlanta
2019,3,"34,055","2,922","36,977",Atlanta
2019,4,"32,962","2,790","35,752",Atlanta
2019,5,"34,490","2,919","37,409",Atlanta
2019,6,"34,239","2,971","37,210",Atlanta
2019,7,"35,323","3,042","38,365",Atlanta
2019,8,"35,534","2,943","38,477",Atlanta
2019,9,"31,953","2,394","34,347",Atlanta
2019,10,"33,840","2,413","36,253",Atlanta
2019,11,"31,386","2,279","33,665",Atlanta
2019,12,"32,500","2,540","35,040",Atlanta
2019,TOTAL,"3,95,557","32,406","4,27,963",Atlanta
2020,1,"32,327","2,598","34,925",Atlanta
2020,2,"30,090","2,382","32,472",Atlanta
2020,3,"27,416","1,885","29,301",Atlanta
2020,4,"9,052",115,"9,167",Atlanta
2020,5,"8,253",89,"8,342",Atlanta
2020,6,"10,912",156,"11,068",Atlanta
2020,7,"18,349",479,"18,828",Atlanta
2020,8,"21,940",590,"22,530",Atlanta
2020,9,"20,211",618,"20,829",Atlanta
2020,10,"21,459",771,"22,230",Atlanta
2020,11,"22,200","1,005","23,205",Atlanta
2020,12,"23,105","1,412","24,517",Atlanta
2020,TOTAL,"2,45,314","12,100","2,57,414",Atlanta
2021,1,"22,364","1,594","23,958",Atlanta
2021,2,"19,819","1,428","21,247",Atlanta
2021,3,"25,974","1,495","27,469",Atlanta
2021,4,"25,778","1,449","27,227",Atlanta
2021,5,"27,271","1,588","28,859",Atlanta
2021,6,"27,560","1,622","29,182",Atlanta
2021,7,"28,660","1,759","30,419",Atlanta
2021,8,"27,894","1,832","29,726",Atlanta
2021,9,"26,643","1,665","28,308",Atlanta
2021,10,"27,927","1,709","29,636",Atlanta
2021,11,"26,673","1,682","28,355",Atlanta
2021,12,"25,978","1,828","27,806",Atlanta
2021,TOTAL,"3,12,541","19,651","3,32,192",Atlanta
2022,1,"24,613","1,919","26,532",Atlanta
2022,2,"22,744","1,730","24,474",Atlanta
2022,3,"26,512","1,917","28,429",Atlanta
2022,4,"25,958","1,931","27,889",Atlanta
2022,5,"27,438","2,065","29,503",Atlanta
2022,6,"26,279","2,159","28,438",Atlanta
2022,7,"27,377","2,178","29,555",Atlanta
2022,8,"27,304","2,174","29,478",Atlanta
2022,9,"26,283","1,982","28,265",Atlanta
2022,10,"27,142","1,996","29,138",Atlanta
2022,11,"26,445","1,898","28,343",Atlanta
2022,12,"26,070","2,117","28,187",Atlanta
2022,TOTAL,"3,14,165","24,066","3,38,231",Atlanta
2023,1,"26,549","2,175","28,724",Atlanta
2023,2,"24,129","1,954","26,083",Atlanta
2023,3,"28,173","2,270","30,443",Atlanta
2023,4,"27,317","2,312","29,629",Atlanta
2023,5,"28,760","2,494","31,254",Atlanta
2023,6,"28,478","2,589","31,067",Atlanta
2023,7,"29,627","2,664","32,291",Atlanta
2023,TOTAL,"1,93,033","16,458","2,09,491",Atlanta
2002,10,"29,537","1,365","30,902",Dallas
2002,11,"27,705","1,300","29,005",Dallas
2002,12,"28,455","1,372","29,827",Dallas
2002,TOTAL,"3,27,635","15,733","3,43,368",Dallas
2003,1,"28,625","1,367","29,992",Dallas
2003,2,"24,805","1,189","25,994",Dallas
2003,3,"28,752","1,377","30,129",Dallas
2003,4,"27,835","1,240","29,075",Dallas
2003,5,"28,738","1,242","29,980",Dallas
2003,6,"28,258","1,326","29,584",Dallas
2003,7,"29,102","1,461","30,563",Dallas
2003,8,"29,091","1,491","30,582",Dallas
2003,9,"28,010","1,232","29,242",Dallas
2003,10,"29,646","1,274","30,920",Dallas
2003,11,"29,039","1,335","30,374",Dallas
2003,12,"30,608","1,428","32,036",Dallas
2003,TOTAL,"3,42,509","15,962","3,58,471",Dallas
2004,1,"30,351","1,475","31,826",Dallas
2004,2,"28,326","1,424","29,750",Dallas
2004,3,"30,985","1,534","32,519",Dallas
2004,4,"29,981","1,487","31,468",Dallas
2004,5,"30,691","1,504","32,195",Dallas
2004,6,"29,805","1,570","31,375",Dallas
2004,7,"30,721","1,703","32,424",Dallas
2004,8,"30,933","1,705","32,638",Dallas
2004,9,"29,086","1,413","30,499",Dallas
2004,10,"30,423","1,427","31,850",Dallas
2004,11,"28,649","1,453","30,102",Dallas
2004,12,"28,382","1,575","29,957",Dallas
2004,TOTAL,"3,58,333","18,270","3,76,603",Dallas
2005,1,"27,441","1,668","29,109",Dallas
2005,2,"22,777","1,561","24,338",Dallas
2005,3,"25,813","1,747","27,560",Dallas
2005,4,"25,209","1,666","26,875",Dallas
2005,5,"26,657","1,740","28,397",Dallas
2005,6,"26,531","1,833","28,364",Dallas
2005,7,"27,458","1,927","29,385",Dallas
2005,8,"27,411","1,824","29,235",Dallas
2005,9,"25,535","1,569","27,104",Dallas
2005,10,"25,973","1,584","27,557",Dallas
2005,11,"25,342","1,542","26,884",Dallas
2005,12,"25,661","1,660","27,321",Dallas
2005,TOTAL,"3,11,808","20,321","3,32,129",Dallas
2006,1,"25,650","1,716","27,366",Dallas
2006,2,"22,801","1,594","24,395",Dallas
2006,3,"25,376","1,789","27,165",Dallas
2006,4,"25,138","1,745","26,883",Dallas
2006,5,"26,293","1,791","28,084",Dallas
2006,6,"25,717","1,756","27,473",Dallas
2006,7,"26,379","1,818","28,197",Dallas
2006,8,"26,527","1,803","28,330",Dallas
2006,9,"24,912","1,607","26,519",Dallas
2006,10,"26,180","1,646","27,826",Dallas
2006,11,"24,439","1,573","26,012",Dallas
2006,12,"25,327","1,767","27,094",Dallas
2006,TOTAL,"3,04,739","20,605","3,25,344",Dallas
2007,1,"24,532","1,778","26,310",Dallas
2007,2,"22,301","1,578","23,879",Dallas
2007,3,"25,354","1,789","27,143",Dallas
2007,4,"24,298","1,714","26,012",Dallas
2007,5,"25,430","1,767","27,197",Dallas
2007,6,"24,354","1,729","26,083",Dallas
2007,7,"25,804","1,813","27,617",Dallas
2007,8,"26,162","1,807","27,969",Dallas
2007,9,"24,668","1,522","26,190",Dallas
2007,10,"25,800","1,562","27,362",Dallas
2007,11,"24,875","1,544","26,419",Dallas
2007,12,"24,507","1,735","26,242",Dallas
2007,TOTAL,"2,98,085","20,338","3,18,423",Dallas
2008,1,"24,175","1,729","25,904",Dallas
2008,2,"22,528","1,600","24,128",Dallas
2008,3,"22,832","1,663","24,495",Dallas
2008,4,"22,999","1,550","24,549",Dallas
2008,5,"24,752","1,639","26,391",Dallas
2008,6,"24,626","1,607","26,233",Dallas
2008,7,"25,846","1,683","27,529",Dallas
2008,8,"25,624","1,674","27,298",Dallas
2008,9,"23,586","1,445","25,031",Dallas
2008,10,"24,071","1,501","25,572",Dallas
2008,11,"22,297","1,517","23,814",Dallas
2008,12,"23,025","1,559","24,584",Dallas
2008,TOTAL,"2,86,361","19,167","3,05,528",Dallas
2009,1,"22,926","1,553","24,479",Dallas
2009,2,"21,207","1,422","22,629",Dallas
2009,3,"23,465","1,557","25,022",Dallas
2009,4,"22,786","1,502","24,288",Dallas
2009,5,"23,735","1,378","25,113",Dallas
2009,6,"23,493","1,384","24,877",Dallas
2009,7,"24,716","1,535","26,251",Dallas
2009,8,"24,842","1,532","26,374",Dallas
2009,9,"23,499","1,425","24,924",Dallas
2009,10,"24,039","1,484","25,523",Dallas
2009,11,"23,264","1,467","24,731",Dallas
2009,12,"23,475","1,562","25,037",Dallas
2009,TOTAL,"2,81,447","17,801","2,99,248",Dallas
2010,1,"23,755","1,590","25,345",Dallas
2010,2,"20,806","1,408","22,214",Dallas
2010,3,"24,396","1,615","26,011",Dallas
2010,4,"23,791","1,593","25,384",Dallas
2010,5,"24,070","1,678","25,748",Dallas
2010,6,"23,923","1,684","25,607",Dallas
2010,7,"24,721","1,796","26,517",Dallas
2010,8,"25,117","1,719","26,836",Dallas
2010,9,"23,682","1,493","25,175",Dallas
2010,10,"24,420","1,579","25,999",Dallas
2010,11,"23,346","1,547","24,893",Dallas
2010,12,"23,917","1,721","25,638",Dallas
2010,TOTAL,"2,85,944","19,423","3,05,367",Dallas
2011,1,"23,605","1,777","25,382",Dallas
2011,2,"20,181","1,572","21,753",Dallas
2011,3,"24,548","1,858","26,406",Dallas
2011,4,"23,075","1,706","24,781",Dallas
2011,5,"23,045","1,717","24,762",Dallas
2011,6,"24,262","1,887","26,149",Dallas
2011,7,"24,946","2,021","26,967",Dallas
2011,8,"24,849","1,932","26,781",Dallas
2011,9,"23,425","1,747","25,172",Dallas
2011,10,"24,003","1,832","25,835",Dallas
2011,11,"22,510","1,699","24,209",Dallas
2011,12,"22,834","1,828","24,662",Dallas
2011,TOTAL,"2,81,283","21,576","3,02,859",Dallas
2012,1,"22,941","1,791","24,732",Dallas
2012,2,"21,649","1,700","23,349",Dallas
2012,3,"23,661","1,843","25,504",Dallas
2012,4,"22,664","1,727","24,391",Dallas
2012,5,"24,561","1,842","26,403",Dallas
2012,6,"24,058","1,961","26,019",Dallas
2012,7,"24,608","2,150","26,758",Dallas
2012,8,"24,859","2,014","26,873",Dallas
2012,9,"23,173","1,748","24,921",Dallas
2012,10,"24,256","1,846","26,102",Dallas
2012,11,"23,224","1,863","25,087",Dallas
2012,12,"23,483","2,099","25,582",Dallas
2012,TOTAL,"2,83,137","22,584","3,05,721",Dallas
2013,1,"23,998","2,041","26,039",Dallas
2013,2,"22,286","1,838","24,124",Dallas
2013,3,"25,429","2,070","27,499",Dallas
2013,4,"24,581","1,939","26,520",Dallas
2013,5,"25,470","2,060","27,530",Dallas
2013,6,"25,122","2,237","27,359",Dallas
2013,7,"25,932","2,386","28,318",Dallas
2013,8,"26,010","2,281","28,291",Dallas
2013,9,"24,310","1,853","26,163",Dallas
2013,10,"25,455","1,912","27,367",Dallas
2013,11,"23,363","1,934","25,297",Dallas
2013,12,"22,277","2,059","24,336",Dallas
2013,TOTAL,"2,94,233","24,610","3,18,843",Dallas
2014,1,"24,307","2,223","26,530",Dallas
2014,2,"21,249","1,881","23,130",Dallas
2014,3,"24,734","2,191","26,925",Dallas
2014,4,"23,955","2,079","26,034",Dallas
2014,5,"24,564","2,168","26,732",Dallas
2014,6,"24,872","2,335","27,207",Dallas
2014,7,"25,715","2,469","28,184",Dallas
2014,8,"25,491","2,283","27,774",Dallas
2014,9,"24,623","1,896","26,519",Dallas
2014,10,"24,879","1,948","26,827",Dallas
2014,11,"23,611","2,060","25,671",Dallas
2014,12,"25,051","2,239","27,290",Dallas
2014,TOTAL,"2,93,051","25,772","3,18,823",Dallas
2015,1,"24,679","2,205","26,884",Dallas
2015,2,"20,654","1,864","22,518",Dallas
2015,3,"24,628","2,127","26,755",Dallas
2015,4,"24,239","2,055","26,294",Dallas
2015,5,"24,263","2,206","26,469",Dallas
2015,6,"25,235","2,378","27,613",Dallas
2015,7,"26,367","2,504","28,871",Dallas
2015,8,"26,023","2,334","28,357",Dallas
2015,9,"24,083","1,952","26,035",Dallas
2015,10,"24,456","2,022","26,478",Dallas
2015,11,"23,173","2,025","25,198",Dallas
2015,12,"23,830","2,212","26,042",Dallas
2015,TOTAL,"2,91,630","25,884","3,17,514",Dallas
2016,1,"23,743","2,167","25,910",Dallas
2016,2,"22,378","2,018","24,396",Dallas
2016,3,"24,647","2,278","26,925",Dallas
2016,4,"23,292","2,162","25,454",Dallas
2016,5,"24,315","2,236","26,551",Dallas
2016,6,"24,357","2,452","26,809",Dallas
2016,7,"25,136","2,553","27,689",Dallas
2016,8,"24,517","2,326","26,843",Dallas
2016,9,"23,201","1,928","25,129",Dallas
2016,10,"23,634","2,090","25,724",Dallas
2016,11,"22,151","2,009","24,160",Dallas
2016,12,"22,979","2,220","25,199",Dallas
2016,TOTAL,"2,84,350","26,439","3,10,789",Dallas
2017,1,"22,497","2,165","24,662",Dallas
2017,2,"20,534","1,942","22,476",Dallas
2017,3,"23,509","2,196","25,705",Dallas
2017,4,"21,688","2,094","23,782",Dallas
2017,5,"23,239","2,229","25,468",Dallas
2017,6,"23,359","2,432","25,791",Dallas
2017,7,"24,391","2,583","26,974",Dallas
2017,8,"24,244","2,427","26,671",Dallas
2017,9,"22,222","2,037","24,259",Dallas
2017,10,"23,305","2,079","25,384",Dallas
2017,11,"21,588","1,961","23,549",Dallas
2017,12,"22,737","2,204","24,941",Dallas
2017,TOTAL,"2,73,313","26,349","2,99,662",Dallas
2018,1,"22,273","2,143","24,416",Dallas
2018,2,"20,294","1,935","22,229",Dallas
2018,3,"23,373","2,236","25,609",Dallas
2018,4,"22,811","2,127","24,938",Dallas
2018,5,"23,903","2,245","26,148",Dallas
2018,6,"24,620","2,496","27,116",Dallas
2018,7,"25,255","2,572","27,827",Dallas
2018,8,"25,323","2,403","27,726",Dallas
2018,9,"22,585","1,992","24,577",Dallas
2018,10,"23,565","2,073","25,638",Dallas
2018,11,"22,846","2,036","24,882",Dallas
2018,12,"22,830","2,222","25,052",Dallas
2018,TOTAL,"2,79,678","26,480","3,06,158",Dallas
2019,1,"23,325","2,210","25,535",Dallas
2019,2,"21,169","2,009","23,178",Dallas
2019,3,"24,434","2,333","26,767",Dallas
2019,4,"23,466","2,130","25,596",Dallas
2019,5,"25,888","2,415","28,303",Dallas
2019,6,"25,849","2,823","28,672",Dallas
2019,7,"27,115","2,995","30,110",Dallas
2019,8,"27,672","2,821","30,493",Dallas
2019,9,"26,008","2,306","28,314",Dallas
2019,10,"26,283","2,338","28,621",Dallas
2019,11,"25,379","2,134","27,513",Dallas
2019,12,"25,798","2,394","28,192",Dallas
2019,TOTAL,"3,02,386","28,908","3,31,294",Dallas
2020,1,"24,300","2,311","26,611",Dallas
2020,2,"23,279","2,163","25,442",Dallas
2020,3,"22,013","1,840","23,853",Dallas
2020,4,"9,761",628,"10,389",Dallas
2020,5,"11,371",703,"12,074",Dallas
2020,6,"12,616",882,"13,498",Dallas
2020,7,"19,115","1,180","20,295",Dallas
2020,8,"19,673","1,122","20,795",Dallas
2020,9,"17,835","1,174","19,009",Dallas
2020,10,"19,466","1,440","20,906",Dallas
2020,11,"19,132","1,620","20,752",Dallas
2020,12,"19,818","1,910","21,728",Dallas
2020,TOTAL,"2,18,379","16,973","2,35,352",Dallas
2021,1,"19,731","2,091","21,822",Dallas
2021,2,"15,214","1,726","16,940",Dallas
2021,3,"22,631","2,244","24,875",Dallas
2021,4,"21,880","2,119","23,999",Dallas
2021,5,"24,121","2,166","26,287",Dallas
2021,6,"25,031","2,489","27,520",Dallas
2021,7,"26,292","2,638","28,930",Dallas
2021,8,"24,992","2,271","27,263",Dallas
2021,9,"24,002","1,930","25,932",Dallas
2021,10,"24,192","2,043","26,235",Dallas
2021,11,"23,458","1,948","25,406",Dallas
2021,12,"23,572","2,308","25,880",Dallas
2021,TOTAL,"2,75,116","25,973","3,01,089",Dallas
2022,1,"22,368","2,289","24,657",Dallas
2022,2,"17,998","1,837","19,835",Dallas
2022,3,"22,483","2,316","24,799",Dallas
2022,4,"22,722","2,305","25,027",Dallas
2022,5,"23,669","2,472","26,141",Dallas
2022,6,"23,948","2,649","26,597",Dallas
2022,7,"24,534","2,781","27,315",Dallas
2022,8,"24,279","2,509","26,788",Dallas
2022,9,"23,495","2,165","25,660",Dallas
2022,10,"23,811","2,269","26,080",Dallas
2022,11,"21,492","2,195","23,687",Dallas
2022,12,"21,941","2,449","24,390",Dallas
2022,TOTAL,"2,72,740","28,236","3,00,976",Dallas
2023,1,"21,386","2,332","23,718",Dallas
2023,2,"20,730","2,059","22,789",Dallas
2023,3,"23,180","2,430","25,610",Dallas
2023,4,"22,759","2,247","25,006",Dallas
2023,5,"24,101","2,409","26,510",Dallas
2023,6,"25,190","2,775","27,965",Dallas
2023,7,"26,351","2,963","29,314",Dallas
2023,TOTAL,"1,63,697","17,215","1,80,912",Dallas
2002,10,"6,926","1,599","8,525",New York
2002,11,"6,608","1,492","8,100",New York
2002,12,"6,846","1,538","8,384",New York
2002,TOTAL,"76,740","18,964","95,704",New York
2003,1,"6,779","1,524","8,303",New York
2003,2,"5,823","1,214","7,037",New York
2003,3,"7,006","1,440","8,446",New York
2003,4,"6,677","1,199","7,876",New York
2003,5,"6,032","1,310","7,342",New York
2003,6,"6,087","1,502","7,589",New York
2003,7,"6,439","1,685","8,124",New York
2003,8,"6,327","1,668","7,995",New York
2003,9,"6,144","1,489","7,633",New York
2003,10,"6,518","1,468","7,986",New York
2003,11,"6,365","1,417","7,782",New York
2003,12,"6,671","1,498","8,169",New York
2003,TOTAL,"76,868","17,414","94,282",New York
2004,1,"6,801","1,533","8,334",New York
2004,2,"6,624","1,437","8,061",New York
2004,3,"7,190","1,554","8,744",New York
2004,4,"7,387","1,662","9,049",New York
2004,5,"7,451","1,662","9,113",New York
2004,6,"7,673","1,811","9,484",New York
2004,7,"8,314","2,176","10,490",New York
2004,8,"8,856","2,176","11,032",New York
2004,9,"7,885","1,853","9,738",New York
2004,10,"8,394","1,801","10,195",New York
2004,11,"8,101","1,754","9,855",New York
2004,12,"8,332","1,954","10,286",New York
2004,TOTAL,"93,008","21,373","1,14,381",New York
2005,1,"7,903","1,912","9,815",New York
2005,2,"7,580","1,743","9,323",New York
2005,3,"8,677","1,961","10,638",New York
2005,4,"8,633","1,935","10,568",New York
2005,5,"8,947","1,970","10,917",New York
2005,6,"8,846","1,959","10,805",New York
2005,7,"9,427","2,221","11,648",New York
2005,8,"9,506","2,200","11,706",New York
2005,9,"8,634","1,968","10,602",New York
