Year,Quarter,Current_US_Avg,Infl_Adj_US_Avg,Current_City_Avg,Infl_Adj_City_Avg,City
2019,4,356.51,421.70,353.90,418.61,Boise
2020,1,336.00,395.78,331.89,390.93,Boise
2020,2,259.12,306.88,275.62,326.42,Boise
2020,3,244.71,286.57,252.50,295.69,Boise
2020,4,260.67,304.56,270.96,316.58,Boise
2021,1,260.20,300.78,277.46,320.74,Boise
2021,2,299.79,338.62,295.86,334.18,Boise
2021,3,314.07,349.17,292.95,325.69,Boise
2021,4,327.14,358.25,337.32,369.40,Boise
2022,1,328.49,351.71,358.01,383.30,Boise
2022,2,397.16,412.94,423.93,440.77,Boise
2022,3,382.54,392.58,372.89,382.68,Boise
2022,4,393.85,402.71,393.09,401.93,Boise
2023,1,381.55,386.10,384.24,388.82,Boise
2023,2,391.79,391.79,421.08,421.08,Boise
1995,1,296.90,598.64,308.24,621.53,Santa Ana
1995,2,296.46,592.54,335.97,671.50,Santa Ana
1995,3,287.51,572.15,336.35,669.33,Santa Ana
1995,4,287.78,569.93,343.04,679.38,Santa Ana
1996,1,283.97,557.31,345.00,677.09,Santa Ana
1996,2,275.45,535.29,306.30,595.25,Santa Ana
1996,3,269.49,520.94,291.61,563.70,Santa Ana
1996,4,278.33,534.18,306.61,588.46,Santa Ana
1997,1,283.40,540.28,302.98,577.60,Santa Ana
1997,2,289.19,549.13,308.67,586.13,Santa Ana
1997,3,282.27,533.89,291.96,552.21,Santa Ana
1997,4,293.51,552.97,308.08,580.42,Santa Ana
1998,1,304.74,572.59,318.91,599.21,Santa Ana
1998,2,300.81,562.20,334.58,625.31,Santa Ana
1998,3,315.25,586.90,340.60,634.09,Santa Ana
1998,4,316.18,586.60,336.85,624.94,Santa Ana
1999,1,331.74,613.10,352.27,651.04,Santa Ana
1999,2,329.33,602.79,358.03,655.31,Santa Ana
1999,3,317.22,577.03,337.12,613.23,Santa Ana
1999,4,317.93,574.77,336.31,608.00,Santa Ana
2000,1,340.23,609.04,359.46,643.47,Santa Ana
2000,2,339.10,600.67,366.98,650.05,Santa Ana
2000,3,336.66,591.64,367.15,645.22,Santa Ana
2000,4,340.08,594.44,366.20,640.10,Santa Ana
2001,1,347.69,601.97,376.92,652.58,Santa Ana
2001,2,328.53,562.92,355.73,609.54,Santa Ana
2001,3,303.02,518.54,313.74,536.88,Santa Ana
2001,4,299.81,514.49,315.65,541.67,Santa Ana
2002,1,320.02,547.22,329.35,563.17,Santa Ana
2002,2,317.79,537.56,318.40,538.59,Santa Ana
2002,3,303.30,510.87,299.66,504.74,Santa Ana
2002,4,308.85,518.60,304.72,511.66,Santa Ana
2003,1,319.19,530.58,302.70,503.18,Santa Ana
2003,2,314.37,520.68,311.86,516.52,Santa Ana
2003,3,312.39,514.88,307.19,506.31,Santa Ana
2003,4,315.77,520.36,299.20,493.05,Santa Ana
2004,1,320.23,522.99,293.23,478.89,Santa Ana
2004,2,309.32,498.03,300.82,484.35,Santa Ana
2004,3,296.54,475.77,294.02,471.73,Santa Ana
2004,4,297.28,474.13,287.60,458.69,Santa Ana
2005,1,301.39,477.68,292.12,462.99,Santa Ana
2005,2,306.60,479.52,315.41,493.30,Santa Ana
2005,3,305.91,472.69,319.99,494.45,Santa Ana
2005,4,314.76,483.92,314.00,482.74,Santa Ana
2006,1,323.34,494.43,319.01,487.82,Santa Ana
2006,2,341.54,513.57,345.86,520.07,Santa Ana
2006,3,330.12,493.64,339.17,507.17,Santa Ana
2006,4,318.16,479.84,318.73,480.70,Santa Ana
2007,1,317.84,474.39,299.65,447.23,Santa Ana
2007,2,325.35,476.59,328.78,481.62,Santa Ana
2007,3,327.56,478.51,333.78,487.60,Santa Ana
2007,4,329.77,478.34,334.22,484.80,Santa Ana
2008,1,333.29,478.02,326.37,468.09,Santa Ana
2008,2,346.93,486.89,335.99,471.53,Santa Ana
2008,3,358.93,497.93,345.44,479.22,Santa Ana
2008,4,345.42,493.14,335.68,479.24,Santa Ana
2009,1,313.82,450.26,290.81,417.25,Santa Ana
2009,2,301.78,428.45,276.03,391.89,Santa Ana
2009,3,306.95,432.85,288.03,406.17,Santa Ana
2009,4,319.85,450.14,286.09,402.63,Santa Ana
2010,1,328.12,459.92,293.64,411.60,Santa Ana
2010,2,340.77,475.40,324.89,453.25,Santa Ana
2010,3,339.71,473.49,339.16,472.72,Santa Ana
2010,4,334.78,465.24,329.21,457.50,Santa Ana
2011,1,355.72,488.17,336.90,462.34,Santa Ana
2011,2,369.77,498.76,364.77,492.01,Santa Ana
2011,3,360.74,484.59,366.11,491.81,Santa Ana
2011,4,368.39,495.62,359.41,483.54,Santa Ana
2012,1,372.83,497.63,347.98,464.47,Santa Ana
2012,2,384.78,510.10,376.32,498.88,Santa Ana
2012,3,366.97,484.73,360.21,475.80,Santa Ana
2012,4,374.23,494.14,366.27,483.63,Santa Ana
2013,1,378.34,496.64,361.70,474.80,Santa Ana
2013,2,378.51,494.19,378.74,494.49,Santa Ana
2013,3,391.64,509.40,386.20,502.33,Santa Ana
2013,4,388.13,506.25,369.50,481.95,Santa Ana
2014,1,387.37,501.44,363.15,470.09,Santa Ana
2014,2,402.31,514.71,389.47,498.28,Santa Ana
2014,3,399.25,510.20,390.26,498.72,Santa Ana
2014,4,395.36,509.32,386.64,498.09,Santa Ana
2015,1,390.13,505.33,377.03,488.37,Santa Ana
2015,2,388.86,497.69,390.51,499.80,Santa Ana
2015,3,374.11,477.55,371.72,474.50,Santa Ana
2015,4,365.39,468.53,364.77,467.74,Santa Ana
2016,1,359.47,460.64,358.71,459.67,Santa Ana
2016,2,355.24,449.95,362.48,459.12,Santa Ana
2016,3,349.11,440.72,356.10,449.54,Santa Ana
2016,4,346.72,436.73,353.34,445.07,Santa Ana
2017,1,349.44,436.70,356.63,445.68,Santa Ana
2017,2,355.87,442.34,367.76,457.11,Santa Ana
2017,3,335.83,415.77,342.89,424.52,Santa Ana
2017,4,347.33,428.43,347.16,428.21,Santa Ana
2018,1,346.49,423.63,349.15,426.88,Santa Ana
2018,2,349.12,422.32,366.46,443.30,Santa Ana
2018,3,343.28,414.07,368.79,444.83,Santa Ana
2018,4,359.30,433.63,404.29,487.94,Santa Ana
2019,1,350.12,421.15,360.70,433.88,Santa Ana
2019,2,357.07,424.42,388.42,461.68,Santa Ana
2019,3,345.09,409.06,386.12,457.69,Santa Ana
2019,4,356.51,421.70,401.61,475.04,Santa Ana
2020,1,336.00,395.78,378.53,445.88,Santa Ana
2020,2,259.12,306.88,274.94,325.61,Santa Ana
2020,3,244.71,286.57,271.15,317.54,Santa Ana
2020,4,260.67,304.56,292.05,341.22,Santa Ana
2021,1,260.20,300.78,272.88,315.43,Santa Ana
2021,2,299.79,338.62,303.55,342.87,Santa Ana
2021,3,314.07,349.17,319.19,354.85,Santa Ana
2021,4,327.14,358.25,334.32,366.12,Santa Ana
2022,1,328.49,351.71,326.68,349.77,Santa Ana
2022,2,397.16,412.94,405.19,421.29,Santa Ana
2022,3,382.54,392.58,385.96,396.09,Santa Ana
2022,4,393.85,402.71,395.43,404.33,Santa Ana
2023,1,381.55,386.10,376.81,381.30,Santa Ana
2023,2,391.79,391.79,401.44,401.44,Santa Ana
1995,1,296.90,598.64,234.37,472.57,Kansas City
1995,2,296.46,592.54,229.59,458.88,Kansas City
1995,3,287.51,572.15,207.25,412.42,Kansas City
1995,4,287.78,569.93,216.29,428.36,Kansas City
1996,1,283.97,557.31,214.54,421.05,Kansas City
1996,2,275.45,535.29,202.96,394.42,Kansas City
1996,3,269.49,520.94,198.89,384.47,Kansas City
1996,4,278.33,534.18,194.10,372.52,Kansas City
1997,1,283.40,540.28,201.01,383.21,Kansas City
1997,2,289.19,549.13,208.62,396.14,Kansas City
1997,3,282.27,533.89,202.86,383.69,Kansas City
1997,4,293.51,552.97,207.92,391.72,Kansas City
1998,1,304.74,572.59,218.38,410.32,Kansas City
1998,2,300.81,562.20,221.03,413.09,Kansas City
1998,3,315.25,586.90,259.94,483.93,Kansas City
1998,4,316.18,586.60,262.65,487.28,Kansas City
1999,1,331.74,613.10,274.14,506.64,Kansas City
1999,2,329.33,602.79,272.57,498.89,Kansas City
1999,3,317.22,577.03,260.57,473.98,Kansas City
1999,4,317.93,574.77,263.93,477.14,Kansas City
2000,1,340.23,609.04,276.26,494.54,Kansas City
2000,2,339.10,600.67,282.42,500.26,Kansas City
2000,3,336.66,591.64,278.81,489.97,Kansas City
2000,4,340.08,594.44,280.76,490.75,Kansas City
2001,1,347.69,601.97,284.55,492.66,Kansas City
2001,2,328.53,562.92,269.07,461.05,Kansas City
2001,3,303.02,518.54,251.53,430.43,Kansas City
2001,4,299.81,514.49,241.16,413.84,Kansas City
2002,1,320.02,547.22,262.05,448.09,Kansas City
2002,2,317.79,537.56,272.53,461.00,Kansas City
2002,3,303.30,510.87,267.03,449.78,Kansas City
2002,4,308.85,518.60,268.17,450.29,Kansas City
2003,1,319.19,530.58,271.85,451.89,Kansas City
2003,2,314.37,520.68,258.92,428.84,Kansas City
2003,3,312.39,514.88,259.83,428.25,Kansas City
2003,4,315.77,520.36,272.46,448.98,Kansas City
2004,1,320.23,522.99,284.45,464.55,Kansas City
2004,2,309.32,498.03,270.40,435.37,Kansas City
2004,3,296.54,475.77,264.49,424.36,Kansas City
2004,4,297.28,474.13,269.51,429.84,Kansas City
2005,1,301.39,477.68,281.18,445.65,Kansas City
2005,2,306.60,479.52,285.00,445.74,Kansas City
2005,3,305.91,472.69,282.74,436.89,Kansas City
2005,4,314.76,483.92,291.46,448.09,Kansas City
2006,1,323.34,494.43,284.74,435.41,Kansas City
2006,2,341.54,513.57,299.63,450.56,Kansas City
2006,3,330.12,493.64,292.76,437.77,Kansas City
2006,4,318.16,479.84,281.44,424.46,Kansas City
2007,1,317.84,474.39,286.03,426.91,Kansas City
2007,2,325.35,476.59,285.44,418.13,Kansas City
2007,3,327.56,478.51,285.03,416.38,Kansas City
2007,4,329.77,478.34,289.36,419.73,Kansas City
2008,1,333.29,478.02,294.91,422.97,Kansas City
2008,2,346.93,486.89,304.66,427.56,Kansas City
2008,3,358.93,497.93,322.13,446.88,Kansas City
2008,4,345.42,493.14,314.37,448.81,Kansas City
2009,1,313.82,450.26,289.14,414.86,Kansas City
2009,2,301.78,428.45,271.28,385.15,Kansas City
2009,3,306.95,432.85,272.07,383.67,Kansas City
2009,4,319.85,450.14,279.87,393.87,Kansas City
2010,1,328.12,459.92,299.97,420.47,Kansas City
2010,2,340.77,475.40,308.92,430.97,Kansas City
2010,3,339.71,473.49,310.46,432.72,Kansas City
2010,4,334.78,465.24,303.34,421.55,Kansas City
2011,1,355.72,488.17,330.80,453.97,Kansas City
2011,2,369.77,498.76,334.93,451.76,Kansas City
2011,3,360.74,484.59,320.59,430.66,Kansas City
2011,4,368.39,495.62,332.85,447.81,Kansas City
2012,1,372.83,497.63,340.75,454.82,Kansas City
2012,2,384.78,510.10,361.32,479.00,Kansas City
2012,3,366.97,484.73,345.60,456.50,Kansas City
2012,4,374.23,494.14,351.45,464.06,Kansas City
2013,1,378.34,496.64,363.27,476.86,Kansas City
2013,2,378.51,494.19,365.03,476.59,Kansas City
2013,3,391.64,509.40,375.12,487.92,Kansas City
2013,4,388.13,506.25,367.91,479.88,Kansas City
2014,1,387.37,501.44,382.24,494.80,Kansas City
2014,2,402.31,514.71,387.35,495.57,Kansas City
2014,3,399.25,510.20,376.09,480.61,Kansas City
2014,4,395.36,509.32,371.85,479.04,Kansas City
2015,1,390.13,505.33,383.23,496.40,Kansas City
2015,2,388.86,497.69,377.34,482.95,Kansas City
2015,3,374.11,477.55,362.58,462.84,Kansas City
2015,4,365.39,468.53,362.69,465.08,Kansas City
2016,1,359.47,460.64,375.26,480.88,Kansas City
2016,2,355.24,449.95,356.04,450.97,Kansas City
2016,3,349.11,440.72,345.35,435.97,Kansas City
2016,4,346.72,436.73,343.08,432.14,Kansas City
2017,1,349.44,436.70,359.92,449.79,Kansas City
2017,2,355.87,442.34,355.77,442.21,Kansas City
2017,3,335.83,415.77,338.17,418.68,Kansas City
2017,4,347.33,428.43,342.77,422.80,Kansas City
2018,1,346.49,423.63,350.47,428.50,Kansas City
2018,2,349.12,422.32,353.48,427.59,Kansas City
2018,3,343.28,414.07,343.49,414.32,Kansas City
2018,4,359.30,433.63,345.82,417.37,Kansas City
2019,1,350.12,421.15,361.27,434.56,Kansas City
2019,2,357.07,424.42,366.60,435.74,Kansas City
2019,3,345.09,409.06,360.09,426.84,Kansas City
2019,4,356.51,421.70,371.99,440.01,Kansas City
2020,1,336.00,395.78,366.88,432.15,Kansas City
2020,2,259.12,306.88,248.73,294.57,Kansas City
2020,3,244.71,286.57,246.48,288.64,Kansas City
2020,4,260.67,304.56,278.59,325.49,Kansas City
2021,1,260.20,300.78,295.20,341.24,Kansas City
2021,2,299.79,338.62,320.89,362.46,Kansas City
2021,3,314.07,349.17,326.42,362.90,Kansas City
2021,4,327.14,358.25,342.63,375.22,Kansas City
2022,1,328.49,351.71,358.67,384.02,Kansas City
2022,2,397.16,412.94,425.31,442.21,Kansas City
2022,3,382.54,392.58,396.25,406.65,Kansas City
2022,4,393.85,402.71,390.15,398.93,Kansas City
2023,1,381.55,386.10,398.99,403.75,Kansas City
2023,2,391.79,391.79,402.79,402.79,Kansas City
1995,1,296.90,598.64,150.28,303.02,Oakland
1995,2,296.46,592.54,160.94,321.67,Oakland
1995,3,287.51,572.15,156.66,311.75,Oakland
1995,4,287.78,569.93,151.93,300.89,Oakland
1996,1,283.97,557.31,149.84,294.07,Oakland
1996,2,275.45,535.29,150.87,293.19,Oakland
1996,3,269.49,520.94,149.22,288.45,Oakland
1996,4,278.33,534.18,153.40,294.41,Oakland
1997,1,283.40,540.28,141.99,270.69,Oakland
1997,2,289.19,549.13,133.38,253.27,Oakland
1997,3,282.27,533.89,134.37,254.15,Oakland
1997,4,293.51,552.97,133.23,251.00,Oakland
1998,1,304.74,572.59,156.30,293.68,Oakland
1998,2,300.81,562.20,156.18,291.89,Oakland
1998,3,315.25,586.90,207.52,386.34,Oakland
1998,4,316.18,586.60,211.32,392.05,Oakland
1999,1,331.74,613.10,207.90,384.22,Oakland
1999,2,329.33,602.79,217.62,398.31,Oakland
1999,3,317.22,577.03,211.92,385.49,Oakland
1999,4,317.93,574.77,211.21,381.83,Oakland
2000,1,340.23,609.04,222.51,398.32,Oakland
2000,2,339.10,600.67,239.42,424.10,Oakland
2000,3,336.66,591.64,240.43,422.52,Oakland
2000,4,340.08,594.44,243.11,424.94,Oakland
2001,1,347.69,601.97,231.31,400.48,Oakland
2001,2,328.53,562.92,235.00,402.67,Oakland
2001,3,303.02,518.54,223.44,382.36,Oakland
2001,4,299.81,514.49,221.63,380.33,Oakland
2002,1,320.02,547.22,223.27,381.78,Oakland
2002,2,317.79,537.56,247.45,418.58,Oakland
2002,3,303.30,510.87,231.08,389.23,Oakland
2002,4,308.85,518.60,230.08,386.33,Oakland
2003,1,319.19,530.58,218.70,363.54,Oakland
2003,2,314.37,520.68,229.66,380.38,Oakland
2003,3,312.39,514.88,234.64,386.73,Oakland
2003,4,315.77,520.36,236.62,389.92,Oakland
2004,1,320.23,522.99,223.20,364.52,Oakland
2004,2,309.32,498.03,231.76,373.15,Oakland
2004,3,296.54,475.77,235.15,377.28,Oakland
2004,4,297.28,474.13,235.83,376.12,Oakland
2005,1,301.39,477.68,230.64,365.55,Oakland
2005,2,306.60,479.52,245.68,384.25,Oakland
2005,3,305.91,472.69,248.31,383.69,Oakland
2005,4,314.76,483.92,249.66,383.83,Oakland
2006,1,323.34,494.43,244.20,373.42,Oakland
2006,2,341.54,513.57,275.20,413.82,Oakland
2006,3,330.12,493.64,271.12,405.41,Oakland
2006,4,318.16,479.84,261.19,393.92,Oakland
2007,1,317.84,474.39,240.23,358.55,Oakland
2007,2,325.35,476.59,263.52,386.02,Oakland
2007,3,327.56,478.51,260.55,380.62,Oakland
2007,4,329.77,478.34,257.49,373.50,Oakland
2008,1,333.29,478.02,244.46,350.61,Oakland
2008,2,346.93,486.89,257.47,361.34,Oakland
2008,3,358.93,497.93,274.91,381.38,Oakland
2008,4,345.42,493.14,272.59,389.17,Oakland
2009,1,313.82,450.26,227.40,326.27,Oakland
2009,2,301.78,428.45,234.63,333.12,Oakland
2009,3,306.95,432.85,250.71,353.54,Oakland
2009,4,319.85,450.14,253.98,357.44,Oakland
2010,1,328.12,459.92,251.17,352.07,Oakland
2010,2,340.77,475.40,273.67,381.79,Oakland
2010,3,339.71,473.49,277.81,387.21,Oakland
2010,4,334.78,465.24,270.54,375.97,Oakland
2011,1,355.72,488.17,275.58,378.19,Oakland
2011,2,369.77,498.76,310.45,418.74,Oakland
2011,3,360.74,484.59,306.85,412.20,Oakland
2011,4,368.39,495.62,286.56,385.53,Oakland
2012,1,372.83,497.63,277.58,370.50,Oakland
2012,2,384.78,510.10,304.73,403.98,Oakland
2012,3,366.97,484.73,289.30,382.14,Oakland
2012,4,374.23,494.14,298.50,394.15,Oakland
2013,1,378.34,496.64,293.48,385.24,Oakland
2013,2,378.51,494.19,306.87,400.65,Oakland
2013,3,391.64,509.40,321.20,417.78,Oakland
2013,4,388.13,506.25,306.37,399.61,Oakland
2014,1,387.37,501.44,295.79,382.90,Oakland
2014,2,402.31,514.71,316.34,404.72,Oakland
2014,3,399.25,510.20,316.67,404.68,Oakland
2014,4,395.36,509.32,310.77,400.35,Oakland
2015,1,390.13,505.33,294.18,381.05,Oakland
2015,2,388.86,497.69,318.36,407.46,Oakland
2015,3,374.11,477.55,321.35,410.20,Oakland
2015,4,365.39,468.53,310.45,398.08,Oakland
2016,1,359.47,460.64,299.57,383.88,Oakland
2016,2,355.24,449.95,313.99,397.70,Oakland
2016,3,349.11,440.72,303.99,383.76,Oakland
2016,4,346.72,436.73,297.36,374.56,Oakland
2017,1,349.44,436.70,288.95,361.11,Oakland
2017,2,355.87,442.34,305.56,379.79,Oakland
2017,3,335.83,415.77,290.36,359.49,Oakland
2017,4,347.33,428.43,286.56,353.47,Oakland
2018,1,346.49,423.63,272.73,333.45,Oakland
2018,2,349.12,422.32,288.23,348.66,Oakland
2018,3,343.28,414.07,286.27,345.30,Oakland
2018,4,359.30,433.63,301.24,363.56,Oakland
2019,1,350.12,421.15,276.66,332.78,Oakland
2019,2,357.07,424.42,297.67,353.82,Oakland
2019,3,345.09,409.06,297.41,352.54,Oakland
2019,4,356.51,421.70,309.48,366.07,Oakland
2020,1,336.00,395.78,280.62,330.54,Oakland
2020,2,259.12,306.88,211.28,250.22,Oakland
2020,3,244.71,286.57,202.82,237.52,Oakland
2020,4,260.67,304.56,232.42,271.55,Oakland
2021,1,260.20,300.78,219.32,253.52,Oakland
2021,2,299.79,338.62,273.56,309.00,Oakland
2021,3,314.07,349.17,281.61,313.07,Oakland
2021,4,327.14,358.25,279.15,305.70,Oakland
2022,1,328.49,351.71,261.97,280.49,Oakland
2022,2,397.16,412.94,303.14,315.18,Oakland
2022,3,382.54,392.58,284.17,291.63,Oakland
2022,4,393.85,402.71,295.32,301.96,Oakland
2023,1,381.55,386.10,275.86,279.15,Oakland
2023,2,391.79,391.79,313.87,313.87,Oakland
1995,1,296.90,598.64,205.31,413.97,Sacramento
1995,2,296.46,592.54,216.08,431.88,Sacramento
1995,3,287.51,572.15,213.34,424.54,Sacramento
1995,4,287.78,569.93,202.33,400.71,Sacramento
1996,1,283.97,557.31,213.45,418.91,Sacramento
1996,2,275.45,535.29,201.39,391.37,Sacramento
1996,3,269.49,520.94,198.14,383.02,Sacramento
1996,4,278.33,534.18,211.35,405.63,Sacramento
1997,1,283.40,540.28,199.89,381.07,Sacramento
1997,2,289.19,549.13,213.66,405.71,Sacramento
1997,3,282.27,533.89,213.35,403.53,Sacramento
1997,4,293.51,552.97,218.80,412.21,Sacramento
1998,1,304.74,572.59,223.02,419.04,Sacramento
1998,2,300.81,562.20,215.66,403.05,Sacramento
1998,3,315.25,586.90,237.88,442.86,Sacramento
1998,4,316.18,586.60,240.12,445.48,Sacramento
1999,1,331.74,613.10,241.17,445.71,Sacramento
1999,2,329.33,602.79,253.01,463.09,Sacramento
1999,3,317.22,577.03,248.62,452.24,Sacramento
1999,4,317.93,574.77,246.40,445.45,Sacramento
2000,1,340.23,609.04,252.86,452.65,Sacramento
2000,2,339.10,600.67,268.29,475.24,Sacramento
2000,3,336.66,591.64,272.41,478.72,Sacramento
2000,4,340.08,594.44,266.62,466.04,Sacramento
2001,1,347.69,601.97,253.59,439.06,Sacramento
2001,2,328.53,562.92,256.26,439.10,Sacramento
2001,3,303.02,518.54,246.99,422.66,Sacramento
2001,4,299.81,514.49,233.16,400.12,Sacramento
2002,1,320.02,547.22,236.62,404.61,Sacramento
2002,2,317.79,537.56,255.61,432.38,Sacramento
2002,3,303.30,510.87,250.61,422.12,Sacramento
2002,4,308.85,518.60,252.18,423.44,Sacramento
2003,1,319.19,530.58,243.94,405.50,Sacramento
2003,2,314.37,520.68,255.09,422.50,Sacramento
2003,3,312.39,514.88,260.77,429.80,Sacramento
2003,4,315.77,520.36,268.64,442.69,Sacramento
2004,1,320.23,522.99,253.61,414.18,Sacramento
2004,2,309.32,498.03,260.74,419.81,Sacramento
2004,3,296.54,475.77,261.20,419.08,Sacramento
2004,4,297.28,474.13,260.02,414.70,Sacramento
2005,1,301.39,477.68,254.01,402.59,Sacramento
2005,2,306.60,479.52,273.92,428.41,Sacramento
2005,3,305.91,472.69,278.08,429.69,Sacramento
2005,4,314.76,483.92,277.62,426.81,Sacramento
2006,1,323.34,494.43,271.45,415.09,Sacramento
2006,2,341.54,513.57,304.93,458.52,Sacramento
2006,3,330.12,493.64,296.91,443.98,Sacramento
2006,4,318.16,479.84,280.17,422.55,Sacramento
2007,1,317.84,474.39,263.07,392.64,Sacramento
2007,2,325.35,476.59,294.21,430.98,Sacramento
2007,3,327.56,478.51,293.88,429.31,Sacramento
2007,4,329.77,478.34,293.25,425.37,Sacramento
2008,1,333.29,478.02,279.36,400.67,Sacramento
2008,2,346.93,486.89,300.07,421.12,Sacramento
2008,3,358.93,497.93,317.06,439.85,Sacramento
2008,4,345.42,493.14,312.36,445.94,Sacramento
2009,1,313.82,450.26,277.98,398.85,Sacramento
2009,2,301.78,428.45,284.10,403.35,Sacramento
2009,3,306.95,432.85,293.46,413.83,Sacramento
2009,4,319.85,450.14,288.30,405.74,Sacramento
2010,1,328.12,459.92,288.08,403.81,Sacramento
2010,2,340.77,475.40,315.40,440.01,Sacramento
2010,3,339.71,473.49,322.20,449.08,Sacramento
2010,4,334.78,465.24,315.38,438.28,Sacramento
2011,1,355.72,488.17,317.09,435.15,Sacramento
2011,2,369.77,498.76,356.15,480.38,Sacramento
